Código UNEP-WCMC (World Conservation Monitoring Centre),codCnuc,Nome do Órgão Gestor,nomeUC,Esfera Administrativa,Categoria de Manejo,Categoria IUCN (União Internacional para a Conservação da Natureza e dos Recursos Naturais),Municípios Abrangidos,Em conformidade com o SNUC,Estados Abrangidos,nome,anoCriacao,sigla,areaHa,perimetroM,atoLegal,esferaAdmin,siglaGrupo,UF,municipios,biomaIbge,biomaCrl,coordRegional,unidOrg,codCnucOld,linkOld,nomeUCOld,siglaNomeUCOld,siglaUCOld,nomeClasseOld,grupoOld,anoCriacaoOld,atoLegalOld,"DS_HISTO10,C,254Old",nomeCoordenacaoOld
 ,0000.00.1328 ,Instituto Chico Mendes de Conservação da Biodiversidade ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA ECOLÓGICA RIO VERMELHO ,Federal ,Reserva Particular do Patrimônio Natural ,Category IV ,Britânia (GO) ,Sim ,GO ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.00.1329 ,Instituto Chico Mendes de Conservação da Biodiversidade ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA BOCA DA MATA ,Federal ,Reserva Particular do Patrimônio Natural ,Category IV ,Aruanã (GO) ,Sim ,GO ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.00.1330 ,Instituto Chico Mendes de Conservação da Biodiversidade ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CARA PRETA ,Federal ,Reserva Particular do Patrimônio Natural ,Category IV ,Alto Paraíso de Goiás (GO) ,Sim ,GO ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.00.1331 ,Instituto Chico Mendes de Conservação da Biodiversidade ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA ARRUDA ,Federal ,Reserva Particular do Patrimônio Natural ,Category IV ,Pirenópolis (GO) ,Sim ,GO ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.00.1332 ,Instituto Chico Mendes de Conservação da Biodiversidade ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA PINDORAMA - BA ,Federal ,Reserva Particular do Patrimônio Natural ,Category IV ,Itabela (BA) ,Sim ,BA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.00.1333 ,Instituto Chico Mendes de Conservação da Biodiversidade ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA BRANCA TERRA DOS ANÕES ,Federal ,Reserva Particular do Patrimônio Natural ,Category IV ,Alto Paraíso de Goiás (GO) ,Sim ,GO ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.00.1335 ,Instituto Chico Mendes de Conservação da Biodiversidade ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL LINDA SERRA DOS TOPÁZIOS ,Federal ,Reserva Particular do Patrimônio Natural ,Category IV ,Cristalina (GO) ,Sim ,GO ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.00.1336 ,Instituto Chico Mendes de Conservação da Biodiversidade ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA GLEBA VARGEM GRANDE I ,Federal ,Reserva Particular do Patrimônio Natural ,Category IV ,Pirenópolis (GO) ,Sim ,GO ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.00.1337 ,Instituto Chico Mendes de Conservação da Biodiversidade ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA JAQUANÊZ ,Federal ,Reserva Particular do Patrimônio Natural ,Category IV ,Paraúna (GO) ,Sim ,GO ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.00.1338 ,Instituto Chico Mendes de Conservação da Biodiversidade ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA SANTA MÔNICA ,Federal ,Reserva Particular do Patrimônio Natural ,Category IV ,Corumbá de Goiás (GO) ,Sim ,GO ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.00.1339 ,Instituto Chico Mendes de Conservação da Biodiversidade ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA SANTUÁRIO DE VIDA SILVESTRE POUSADA DAS ARARAS ,Federal ,Reserva Particular do Patrimônio Natural ,Category IV ,Serranópolis (GO) ,Sim ,GO ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.00.1340 ,Instituto Chico Mendes de Conservação da Biodiversidade ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA VEREDA DO GATO ,Federal ,Reserva Particular do Patrimônio Natural ,Category IV ,Cristalina (GO) ,Sim ,GO ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.00.1341 ,Instituto Chico Mendes de Conservação da Biodiversidade ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA ECOLÓGICA SERRA DOURADA ,Federal ,Reserva Particular do Patrimônio Natural ,Category IV ,Trombas (GO) ,Sim ,GO ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.00.1342 ,Instituto Chico Mendes de Conservação da Biodiversidade ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL APA DA LAGOA ,Federal ,Reserva Particular do Patrimônio Natural ,Category IV ,Planaltina (GO) ,Sim ,GO ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.00.1343 ,Instituto Chico Mendes de Conservação da Biodiversidade ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA MATA FUNDA ,Federal ,Reserva Particular do Patrimônio Natural ,Category IV ,Alto Paraíso de Goiás (GO) ,Sim ,GO ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.00.1344 ,Instituto Chico Mendes de Conservação da Biodiversidade ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CACHOEIRA BOA VISTA ,Federal ,Reserva Particular do Patrimônio Natural ,Category IV ,Cocalzinho de Goiás (GO) ,Sim ,GO ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.00.1345 ,Instituto Chico Mendes de Conservação da Biodiversidade ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CACHOEIRA DO PROFETA ,Federal ,Reserva Particular do Patrimônio Natural ,Category IV ,Planaltina (GO) ,Sim ,GO ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.00.1346 ,Instituto Chico Mendes de Conservação da Biodiversidade ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CACHOEIRA DAS PEDRAS BONITAS ,Federal ,Reserva Particular do Patrimônio Natural ,Category IV ,Colinas do Sul (GO) ,Sim ,GO ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.00.1347 ,Instituto Chico Mendes de Conservação da Biodiversidade ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESCARPAS DO PARAÍSO ,Federal ,Reserva Particular do Patrimônio Natural ,Category IV ,Alto Paraíso de Goiás (GO) ,Sim ,GO ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.00.1348 ,Instituto Chico Mendes de Conservação da Biodiversidade ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA CACHOEIRINHA ,Federal ,Reserva Particular do Patrimônio Natural ,Category IV ,Padre Bernardo (GO) ,Sim ,GO ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.00.1349 ,Instituto Chico Mendes de Conservação da Biodiversidade ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA ITAPUÃ ,Federal ,Reserva Particular do Patrimônio Natural ,Category IV ,Luziânia (GO) ,Sim ,GO ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.00.1350 ,Instituto Chico Mendes de Conservação da Biodiversidade ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA SANTUÁRIO DE GABRIEL ,Federal ,Reserva Particular do Patrimônio Natural ,Category IV ,Pirenópolis (GO) ,Sim ,GO ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.00.1351 ,Instituto Chico Mendes de Conservação da Biodiversidade ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL VALE DOS SONHOS ,Federal ,Reserva Particular do Patrimônio Natural ,Category IV ,Alto Paraíso de Goiás (GO) ,Sim ,GO ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.00.1352 ,Instituto Chico Mendes de Conservação da Biodiversidade ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DA BACIA DO RIBEIRÃO COCAL ,Federal ,Reserva Particular do Patrimônio Natural ,Category IV ,Planaltina (GO) ,Sim ,GO ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.00.1353 ,Instituto Chico Mendes de Conservação da Biodiversidade ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BIO SANTUÁRIO TRAJETO DO CERRADO ,Federal ,Reserva Particular do Patrimônio Natural ,Category IV ,Cocalzinho de Goiás (GO) ,Sim ,GO ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.00.1354 ,Instituto Chico Mendes de Conservação da Biodiversidade ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SANTUÁRIO DE VIDA SILVESTRE FLOR DAS ÁGUAS ,Federal ,Reserva Particular do Patrimônio Natural ,Category IV ,Pirenópolis (GO) ,Sim ,GO ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.00.1355 ,Instituto Chico Mendes de Conservação da Biodiversidade ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SOLUAR ,Federal ,Reserva Particular do Patrimônio Natural ,Category IV ,Cavalcante (GO) ,Sim ,GO ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.00.1356 ,Instituto Chico Mendes de Conservação da Biodiversidade ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL TERRA DO SEGREDO ,Federal ,Reserva Particular do Patrimônio Natural ,Category IV ,Alto Paraíso de Goiás (GO) ,Sim ,GO ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.00.1357 ,Instituto Chico Mendes de Conservação da Biodiversidade ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SANTA BRANCA ,Federal ,Reserva Particular do Patrimônio Natural ,Category IV ,Terezópolis de Goiás (GO) ,Sim ,GO ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.00.1358 ,Instituto Chico Mendes de Conservação da Biodiversidade ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL VALE DAS ARARAS ,Federal ,Reserva Particular do Patrimônio Natural ,Category IV ,Cavalcante (GO) ,Sim ,GO ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.00.1359 ,Instituto Chico Mendes de Conservação da Biodiversidade ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA ECOLÓGICA CACHOEIRA DAS ANDORINHAS ,Federal ,Reserva Particular do Patrimônio Natural ,Category IV ,Aporé (GO) ,Sim ,GO ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.00.1360 ,Instituto Chico Mendes de Conservação da Biodiversidade ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL VITA PARQUE ,Federal ,Reserva Particular do Patrimônio Natural ,Category IV ,Alto Paraíso de Goiás (GO) ,Sim ,GO ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.00.1361 ,Instituto Chico Mendes de Conservação da Biodiversidade ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA VAGAFOGO BOA VISTA ,Federal ,Reserva Particular do Patrimônio Natural ,Category IV ,Pirenópolis (GO) ,Sim ,GO ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.00.1362 ,Instituto Chico Mendes de Conservação da Biodiversidade ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA BOM SUCESSO ,Federal ,Reserva Particular do Patrimônio Natural ,Category IV ,Goianápolis (GO) ,Sim ,GO ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.00.1363 ,Instituto Chico Mendes de Conservação da Biodiversidade ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA AMBIENTAL DE EDUCAÇÃO E PESQUISA BANANA MENINA ,Federal ,Reserva Particular do Patrimônio Natural ,Category IV ,Hidrolândia (GO) ,Sim ,GO ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.00.1364 ,Instituto Chico Mendes de Conservação da Biodiversidade ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SANTA LUZIA ,Federal ,Reserva Particular do Patrimônio Natural ,Category IV ,Itaberaí (GO) ,Sim ,GO ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.00.1365 ,Instituto Chico Mendes de Conservação da Biodiversidade ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO ESTRELA DALVA ,Federal ,Reserva Particular do Patrimônio Natural ,Category IV ,Luziânia (GO) ,Sim ,GO ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.00.1366 ,Instituto Chico Mendes de Conservação da Biodiversidade ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CHÁCARA MANGUEIRAS ,Federal ,Reserva Particular do Patrimônio Natural ,Category IV ,Goiânia (GO) ,Sim ,GO ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.00.1367 ,Instituto Chico Mendes de Conservação da Biodiversidade ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL JOÃO DE BARRO ,Federal ,Reserva Particular do Patrimônio Natural ,Category IV ,Santo Antônio do Descoberto (GO) ,Sim ,GO ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.00.1368 ,Instituto Chico Mendes de Conservação da Biodiversidade ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL VARANDA DA SERRA ,Federal ,Reserva Particular do Patrimônio Natural ,Category IV ,Colinas do Sul (GO) ,Sim ,GO ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.00.1370 ,Instituto Chico Mendes de Conservação da Biodiversidade ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SANTA CRISTINA ,Federal ,Reserva Particular do Patrimônio Natural ,Category IV ,Montanha (ES) ,Sim ,ES ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.00.1371 ,Instituto Chico Mendes de Conservação da Biodiversidade ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SAYONARA ,Federal ,Reserva Particular do Patrimônio Natural ,Category IV ,Conceição da Barra (ES) ,Sim ,ES ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.00.1372 ,Instituto Chico Mendes de Conservação da Biodiversidade ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SANTUÁRIO ECOLÓGICO SONHEM ,Federal ,Reserva Particular do Patrimônio Natural ,Category IV ,Brasília (DF) ,Sim ,DF ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.00.1373 ,Instituto Chico Mendes de Conservação da Biodiversidade ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA MARIA VELHA ,Federal ,Reserva Particular do Patrimônio Natural ,Category IV ,Brasília (DF) ,Sim ,DF ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.00.1374 ,Instituto Chico Mendes de Conservação da Biodiversidade ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA CÓRREGO DA AURORA ,Federal ,Reserva Particular do Patrimônio Natural ,Category IV ,Brasília (DF) ,Sim ,DF ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.00.1375 ,Instituto Chico Mendes de Conservação da Biodiversidade ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CHAKRA GRISU ,Federal ,Reserva Particular do Patrimônio Natural ,Category IV ,Brasília (DF) ,Sim ,DF ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.00.1376 ,Instituto Chico Mendes de Conservação da Biodiversidade ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA SERRA DAS ALMAS ,Federal ,Reserva Particular do Patrimônio Natural ,Category IV ,Crateús (CE) ,Sim ,CE ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.00.1377 ,Instituto Chico Mendes de Conservação da Biodiversidade ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA OLHO DÁGUA DO URUCU ,Federal ,Reserva Particular do Patrimônio Natural ,Category IV ,Parambu (CE) ,Sim ,CE ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.00.1378 ,Instituto Chico Mendes de Conservação da Biodiversidade ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SERRA DAS ALMAS II ,Federal ,Reserva Particular do Patrimônio Natural ,Category IV ,Crateús (CE) ,Sim ,CE ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.00.1379 ,Instituto Chico Mendes de Conservação da Biodiversidade ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO AMEIXAS - POÇO VELHO ,Federal ,Reserva Particular do Patrimônio Natural ,Category IV ,Amontada (CE) ,Sim ,CE ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.00.1380 ,Instituto Chico Mendes de Conservação da Biodiversidade ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RIO BONITO ,Federal ,Reserva Particular do Patrimônio Natural ,Category IV ,Quixeramobim (CE) ,Sim ,CE ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.00.1381 ,Instituto Chico Mendes de Conservação da Biodiversidade ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA NÃO ME DEIXES ,Federal ,Reserva Particular do Patrimônio Natural ,Category IV ,Quixadá (CE) ,Sim ,CE ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.00.1382 ,Instituto Chico Mendes de Conservação da Biodiversidade ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MONTE ALEGRE ,Federal ,Reserva Particular do Patrimônio Natural ,Category IV ,Pacatuba (CE) ,Sim ,CE ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.00.1383 ,Instituto Chico Mendes de Conservação da Biodiversidade ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL AMBIENTALISTA FRANCY NUNES ,Federal ,Reserva Particular do Patrimônio Natural ,Category IV ,General Sampaio (CE) ,Sim ,CE ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.00.1384 ,Instituto Chico Mendes de Conservação da Biodiversidade ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MERCÊS SABIAQUABA E NAZÁRIO ,Federal ,Reserva Particular do Patrimônio Natural ,Category IV ,Amontada (CE) ,Sim ,CE ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.00.1385 ,Instituto Chico Mendes de Conservação da Biodiversidade ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ARAJARA PARK ,Federal ,Reserva Particular do Patrimônio Natural ,Category IV ,Barbalha (CE) ,Sim ,CE ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.00.1387 ,Instituto Chico Mendes de Conservação da Biodiversidade ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA BOA VENTURA ,Federal ,Reserva Particular do Patrimônio Natural ,Category IV ,Barra (BA) ,Sim ,BA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.00.1388 ,Instituto Chico Mendes de Conservação da Biodiversidade ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA RETIRO ,Federal ,Reserva Particular do Patrimônio Natural ,Category IV ,Malhada (BA) ,Sim ,BA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.00.1389 ,Instituto Chico Mendes de Conservação da Biodiversidade ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA BOA VISTA ,Federal ,Reserva Particular do Patrimônio Natural ,Category IV ,Malhada (BA) ,Sim ,BA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.00.1390 ,Instituto Chico Mendes de Conservação da Biodiversidade ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA FORTE ,Federal ,Reserva Particular do Patrimônio Natural ,Category IV ,Malhada (BA) ,Sim ,BA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.00.1391 ,Instituto Chico Mendes de Conservação da Biodiversidade ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA BOA VISTA ,Federal ,Reserva Particular do Patrimônio Natural ,Category IV ,Malhada (BA) ,Sim ,BA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.00.1392 ,Instituto Chico Mendes de Conservação da Biodiversidade ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA BOA VISTA ,Federal ,Reserva Particular do Patrimônio Natural ,Category IV ,Malhada (BA) ,Sim ,BA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.00.1393 ,Instituto Chico Mendes de Conservação da Biodiversidade ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA FORTE ,Federal ,Reserva Particular do Patrimônio Natural ,Category IV ,Malhada (BA) ,Sim ,BA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.00.1394 ,Instituto Chico Mendes de Conservação da Biodiversidade ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA LONTRA/SAUDADE ,Federal ,Reserva Particular do Patrimônio Natural ,Category IV ,Entre Rios (BA) ,Sim ,BA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.00.1395 ,Instituto Chico Mendes de Conservação da Biodiversidade ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA PÉ DE SERRA ,Federal ,Reserva Particular do Patrimônio Natural ,Category IV ,Ibotirama (BA) ,Sim ,BA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.00.1396 ,Instituto Chico Mendes de Conservação da Biodiversidade ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL GUARÁ ,Federal ,Reserva Particular do Patrimônio Natural ,Category IV ,Cocos (BA) ,Sim ,BA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.00.1397 ,Instituto Chico Mendes de Conservação da Biodiversidade ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL LAGOA DAS CAMPINAS ,Federal ,Reserva Particular do Patrimônio Natural ,Category IV ,Palmas de Monte Alto (BA) ,Sim ,BA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.00.1398 ,Instituto Chico Mendes de Conservação da Biodiversidade ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA MORRINHOS ,Federal ,Reserva Particular do Patrimônio Natural ,Category IV ,Queimadas (BA) ,Sim ,BA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.00.1399 ,Instituto Chico Mendes de Conservação da Biodiversidade ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL GUARA I E II ,Federal ,Reserva Particular do Patrimônio Natural ,Category IV ,Cocos (BA) ,Sim ,BA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.00.1400 ,Instituto Chico Mendes de Conservação da Biodiversidade ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL LAGOA DO FORMOSO ,Federal ,Reserva Particular do Patrimônio Natural ,Category IV ,Cocos (BA) ,Sim ,BA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.00.1401 ,Instituto Chico Mendes de Conservação da Biodiversidade ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA AVAÍ ,Federal ,Reserva Particular do Patrimônio Natural ,Category IV ,Caravelas (BA) ,Sim ,BA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.00.1402 ,Instituto Chico Mendes de Conservação da Biodiversidade ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA FUGIDOS ,Federal ,Reserva Particular do Patrimônio Natural ,Category IV ,Piraí do Norte (BA) ,Sim ,BA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.00.1403 ,Instituto Chico Mendes de Conservação da Biodiversidade ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RIO CAPITÃO ,Federal ,Reserva Particular do Patrimônio Natural ,Category IV ,Itacaré (BA) ,Sim ,BA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.00.1404 ,Instituto Chico Mendes de Conservação da Biodiversidade ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CAJUEIRO ,Federal ,Reserva Particular do Patrimônio Natural ,Category IV ,Esplanada (BA) ,Sim ,BA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.00.1405 ,Instituto Chico Mendes de Conservação da Biodiversidade ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DUNAS DE SANTO ANTÔNIO ,Federal ,Reserva Particular do Patrimônio Natural ,Category IV ,Mata de São João (BA) ,Sim ,BA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.00.1406 ,Instituto Chico Mendes de Conservação da Biodiversidade ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA DA PENINHA ,Federal ,Reserva Particular do Patrimônio Natural ,Category IV ,Cachoeira (BA) ,Sim ,BA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.00.1407 ,Instituto Chico Mendes de Conservação da Biodiversidade ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÃO JOQUIM DA CABONHA APA I E APA II ,Federal ,Reserva Particular do Patrimônio Natural ,Category IV ,Cachoeira (BA) ,Sim ,BA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.00.1408 ,Instituto Chico Mendes de Conservação da Biodiversidade ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA CAROÁ ,Federal ,Reserva Particular do Patrimônio Natural ,Category IV ,Santana (BA) ,Sim ,BA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.00.1409 ,Instituto Chico Mendes de Conservação da Biodiversidade ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA PANEMA ,Federal ,Reserva Particular do Patrimônio Natural ,Category IV ,São Sebastião do Passé (BA) ,Sim ,BA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.00.1410 ,Instituto Chico Mendes de Conservação da Biodiversidade ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA NATURAL DA SERRA DO TEIMOSO ,Federal ,Reserva Particular do Patrimônio Natural ,Category IV ,Jussari (BA) ,Sim ,BA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.00.1411 ,Instituto Chico Mendes de Conservação da Biodiversidade ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÃO FRANCISCO DA TRIJUNÇÃO ,Federal ,Reserva Particular do Patrimônio Natural ,Category IV ,Cocos (BA) ,Sim ,BA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.00.1412 ,Instituto Chico Mendes de Conservação da Biodiversidade ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SALTO APEPIQUE ,Federal ,Reserva Particular do Patrimônio Natural ,Category IV ,Ilhéus (BA) ,Sim ,BA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.00.1413 ,Instituto Chico Mendes de Conservação da Biodiversidade ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ARAÇARI ,Federal ,Reserva Particular do Patrimônio Natural ,Category IV ,Itacaré (BA) ,Sim ,BA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.00.1414 ,Instituto Chico Mendes de Conservação da Biodiversidade ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA PIABAS ,Federal ,Reserva Particular do Patrimônio Natural ,Category IV ,Queimadas (BA) ,Sim ,BA ,,,,,,,,,,,,,,,,,,,,,,,,,
