Código UNEP-WCMC (World Conservation Monitoring Centre),codCnuc,Nome do Órgão Gestor,nomeUC,Esfera Administrativa,Categoria de Manejo,Categoria IUCN (União Internacional para a Conservação da Natureza e dos Recursos Naturais),Municípios Abrangidos,Em conformidade com o SNUC,Estados Abrangidos,nome,anoCriacao,sigla,areaHa,perimetroM,atoLegal,esferaAdmin,siglaGrupo,UF,municipios,biomaIbge,biomaCrl,coordRegional,unidOrg,codCnucOld,linkOld,nomeUCOld,siglaNomeUCOld,siglaUCOld,nomeClasseOld,grupoOld,anoCriacaoOld,atoLegalOld,"DS_HISTO10,C,254Old",nomeCoordenacaoOld
115868,0000.00.0001 ,Instituto Chico Mendes de Conservação da Biodiversidade ,ÁREA DE PROTEÇÃO AMBIENTAL ANHATOMIRIM ,Federal ,Área de Proteção Ambiental ,Category V ,Governador Celso Ramos (SC) ,Sim ,SC ,ÁREA DE PROTEÇÃO AMBIENTAL ANHATOMIRIM,1992,APA,4436.59022746177,36563.4552,DEC  528 de 20/05/1992,Federal,US,SC,Governador Celso Ramos.,MATA ATLÂNTICA,MATA ATLÂNTICA e MARINHO COSTEIRO,CR9 Florianópolis/SC,886,1,<a href=http://www.icmbio.gov.br/portal/unidadesdeconservacao/biomas-brasileiros/marinho/unidades-de-conservacao-marinho/2239-apa-de-anhatomirim target=_blank>Clique aqui para mais informações no Portal</a>,Área de Proteção Ambiental Anhatomirim,APA Anhatomirim,APA,Área de Proteção Ambiental,US,1992,DEC  528 de 20/05/1992,"DEC 528 de 20/05/1992, criação",Florianópolis/SC (CR9)
351741,0000.00.0002 ,Instituto Chico Mendes de Conservação da Biodiversidade ,ÁREA DE PROTEÇÃO AMBIENTAL CAVERNAS DO PERUAÇU ,Federal ,Área de Proteção Ambiental ,Category V ,"Bonito de Minas (MG), Cônego Marinho (MG), Itacarambi (MG), JANUARIA (MG) ",Sim ,MG ,ÁREA DE PROTEÇÃO AMBIENTAL CAVERNAS DO PERUAÇU,1989,APA,143355.585718111,225638.8147,DEC  98.182 de 26/09/1989,Federal,US,MG,"Bonito de Minas, Cônego Marinho, Januária, Itacarambi, Miravânia, São João das Missões.",CERRADO,CAATINGA e CERRADO,CR11 Lagoa Santa/MG,732,2,<a href=http://www.icmbio.gov.br/portal/unidadesdeconservacao/biomas-brasileiros/cerrado/unidades-de-conservacao-cerrado/2054-apa-cavernas-do-peruacu target=_blank>Clique aqui para mais informações no Portal</a>,Área de Proteção Ambiental Cavernas do Peruaçu,APA Cavernas do Peruaçu,APA,Área de Proteção Ambiental,US,1989,DEC  98.182 de 26/09/1989,"DEC 98.182 de 26/09/1989, criação",Lagoa Santa/MG (CR11)
19751,0000.00.0003 ,Instituto Chico Mendes de Conservação da Biodiversidade ,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO DESCOBERTO ,Federal ,Área de Proteção Ambiental ,Category V ,"Brasília (DF), Padre Bernardo (GO), Águas Lindas de Goiás (GO) ",Sim ,"DF, GO ",ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO DESCOBERTO,1983,APA,41783.6139088397,93435.203,DEC  88.940 de 07/11/1983,Federal,US,GO/DF,"Brasília, Águas Lindas de Goiás, Padre Bernardo.",CERRADO,CERRADO,CR10 Goiânia/GO,698,3,<a href=http://www.icmbio.gov.br/portal/unidadesdeconservacao/biomas-brasileiros/cerrado/unidades-de-conservacao-cerrado/2055-apa-da-bacia-do-rio-descoberto target=_blank>Clique aqui para mais informações no Portal</a>,Área de Proteção Ambiental da Bacia do Rio Descoberto,APA Bacia do Rio Descoberto,APA,Área de Proteção Ambiental,US,1983,DEC  88.940 de 07/11/1983,"DEC 88.940 de 07/11/1983, criação",Lagoa Santa/MG (CR11)
19752,0000.00.0004 ,Instituto Chico Mendes de Conservação da Biodiversidade ,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO SÃO BARTOLOMEU ,Federal ,Área de Proteção Ambiental ,Category V ,Brasília (DF) ,Sim ,DF ,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO SÃO BARTOLOMEU,1983,APA,82680.8036134318,176700.7091,DEC  88.940 de 07/11/1983,Federal,US,DF,Brasília.,CERRADO,CERRADO,CR10 Goiânia/GO,699,4,<a href=http://www.icmbio.gov.br/portal/unidadesdeconservacao/biomas-brasileiros/cerrado/unidades-de-conservacao-cerrado/2056-apa-da-bacia-do-rio-sao-bartolomeu target=_blank>Clique aqui para mais informações no Portal</a>,Área de Proteção Ambiental da Bacia do Rio São Bartolomeu,APA Bacia do Rio São Bartolomeu,APA,Área de Proteção Ambiental,US,1983,DEC  88.940 de 07/11/1983,"LEI 9.262 de 12/01/1996, criação",Lagoa Santa/MG (CR11)
351727,0000.00.0005 ,Instituto Chico Mendes de Conservação da Biodiversidade ,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO SÃO JOÃO - MICO LEÃO ,Federal ,Área de Proteção Ambiental ,Category V ,"Silva Jardim (RJ), Rio das Ostras (RJ), Rio Bonito (RJ), Casimiro de Abreu (RJ), Cachoeiras de Macacu (RJ), Cabo Frio (RJ), Araruama (RJ) ",Sim ,RJ ,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO SÃO JOÃO/MICO-LEÃO-DOURADO,2002,APA,150374.606768008,369887.7807,DEC S/N de 27/06/2002,Federal,US,RJ,"Silva Jardim, Cachoeiras de Macacu, Rio Bonito, Araruama, Casimiro de Abreu, Rio das Ostras, Cabo Frio, Macaé, Nova Friburgo.",MATA ATLÂNTICA,MATA ATLÂNTICA,CR8 Rio de Janeiro/RJ,832,5,<a href=http://www.icmbio.gov.br/portal/unidadesdeconservacao/biomas-brasileiros/mata-atlantica/unidades-de-conservacao-mata-atlantica/2169-apa-da-bacia-do-rio-sao-joaomico-leao-dourado target=_blank>Clique aqui para mais informações no Portal</a>,Área de Proteção Ambiental da Bacia do Rio São João/Mico-Leão-Dourado,APA Bacia do Rio São João/Mico-Leão-Dourado,APA,Área de Proteção Ambiental,US,2002,DEC S/N de 27/06/2002,"DEC/SN 27/06/2002, criação",Lagoa Santa/MG (CR11)
351716,0000.00.0006 ,Instituto Chico Mendes de Conservação da Biodiversidade ,ÁREA DE PROTEÇÃO AMBIENTAL DA BALEIA FRANCA ,Federal ,Área de Proteção Ambiental ,Category V ,"Florianópolis (SC), Garopaba (SC), Içara (SC), Imbituba (SC), Jaguaruna (SC), Laguna (SC), Palhoça (SC), Paulo Lopes (SC), Tubarão (SC) ",Sim ,SC ,ÁREA DE PROTEÇÃO AMBIENTAL DA BALEIA FRANCA,2000,APA,154867.403488272,405831.5482,DEC S/N de 14/09/2000,Federal,US,SC,"Florianópolis, Palhoça, Garopaba, Paulo Lopes, Imbituba, Laguna, Jaguaruna, Içara, Tubarão.",MATA ATLÂNTICA,MATA ATLÂNTICA e MARINHO COSTEIRO,CR9 Florianópolis/SC,887,6,<a href=http://www.icmbio.gov.br/portal/unidadesdeconservacao/biomas-brasileiros/marinho/unidades-de-conservacao-marinho/2236-apa-da-baleia-franca target=_blank>Clique aqui para mais informações no Portal</a>,Área de Proteção Ambiental da Baleia Franca,APA Baleia Franca,APA,Área de Proteção Ambiental,US,2000,DEC S/N de 14/09/2000,"DEC/SN 14/09/2000, criação",Florianópolis/SC (CR9)
115993,0000.00.0007 ,Instituto Chico Mendes de Conservação da Biodiversidade ,ÁREA DE PROTEÇÃO AMBIENTAL BARRA DO RIO MAMANGUAPE ,Federal ,Área de Proteção Ambiental ,Category V ,"Baía da Traição (PB), Lucena (PB), Marcação (PB), Rio Tinto (PB) ",Sim ,PB ,ÁREA DE PROTEÇÃO AMBIENTAL DA BARRA DO RIO MAMANGUAPE,1993,APA,14917.7912831451,81747.9429,DEC  924 de 10/09/1993; DEC S;N 7/04/1998,Federal,US,PB,"Rio Tinto, Lucena, Marcação, Baía da Traição.",MATA ATLÂNTICA,MARINHO COSTEIRO e MATA ATLÂNTICA,CR6 Cabedelo/PB,799,7,<a href=http://www.icmbio.gov.br/portal/unidadesdeconservacao/biomas-brasileiros/marinho/unidades-de-conservacao-marinho/2237-apa-da-barra-do-mamanguape target=_blank>Clique aqui para mais informações no Portal</a>,Área de Proteção Ambiental da Barra do Rio Mamanguape,APA Barra do Rio Mamanguape,APA,Área de Proteção Ambiental,US,1993,DEC  924 de 10/09/1993; DEC S;N 7/04/1998,"DEC 924 de 10/09/1993, criação",Cabedelo/PB (CR6)
198356,0000.00.0008 ,Instituto Chico Mendes de Conservação da Biodiversidade ,ÁREA DE PROTEÇÃO AMBIENTAL CHAPADA DO ARARIPE ,Federal ,Área de Proteção Ambiental ,Category V ,"Abaiara (CE), Araripe (CE), Barbalha (CE), Brejo Santo (CE), Campos Sales (CE), Crato (CE), Jardim (CE), Jati (CE), Missão Velha (CE), Nova Olinda (CE), Penaforte (CE), Porteiras (CE), Potengi (CE), Salitre (CE), Santana do Cariri (CE), Araripina (PE), Bodocó (PE), Cedro (PE), Exu (PE), Ipubi (PE), Serrita (PE), Moreilândia (PE), Trindade (PE), Fronteiras (PI), Padre Marcos (PI), São Julião (PI), Simões (PI), Caldeirão Grande do Piauí (PI), Alegrete do Piauí (PI), Marcolândia (PI), Caridade do Piauí (PI), Curral Novo do Piauí (PI), Francisco Macedo (PI) ",Sim ,"CE, PE, PI ",ÁREA DE PROTEÇÃO AMBIENTAL DA CHAPADA DO ARARIPE,1997,APA,972605.181973583,2217957.5803,DEC S/N de 04/08/1997,Federal,US,PI/CE/PE,"Barbalha, Brejo Santo, Campos Sales, Crato, Jardim, Jati, Missão Velha, Nova Olinda, Penaforte, Abaiara.",CAATINGA,CAATINGA,CR6 Cabedelo/PB,686,8,<a href=http://www.icmbio.gov.br/portal/unidadesdeconservacao/biomas-brasileiros/caatinga/unidades-de-conservacao-caatinga/2110-apa-da-chapada-do-araripe target=_blank>Clique aqui para mais informações no Portal</a>,Área de Proteção Ambiental Chapada do Araripe,APA Chapada do Araripe,APA,Área de Proteção Ambiental,US,1997,DEC S/N de 04/08/1997,"DEC/SN 04/08/1997, criação",Cabedelo/PB (CR6)
31752,0000.00.0009 ,Instituto Chico Mendes de Conservação da Biodiversidade ,ÁREA DE PROTEÇÃO AMBIENTAL COSTA DOS CORAIS ,Federal ,Área de Proteção Ambiental ,Category V ,"Tamandaré (PE), Barra de Santo Antônio (AL), Japaratinga (AL), Maceió (AL), Maragogi (AL), Passo de Camaragibe (AL), Porto Calvo (AL), Porto de Pedras (AL), São Luís do Quitunde (AL), São Miguel dos Milagres (AL), Paripueira (AL), Rio Formoso (PE), São José da Coroa Grande (PE), Barreiros (PE) ",Sim ,"PE, AL ",ÁREA DE PROTEÇÃO AMBIENTAL DA COSTA DOS CORAIS,1997,APA,406085.926417196,614654.9247,DEC S/N de 23/10/1997,Federal,US,PE/AL,"Maceió, Paripueira, Barra de Santo Antônio, Passo de Camaragibe, São Miguel dos Milagres, Porto de Pedras, Barreiros, Japarapatinga, Maragogi, Porto Calvo, Rio Formoso, São José da Coroa Grande, São Luis do Quitinde, Tamandaré.",MARINHO COSTEIRO,MARINHO COSTEIRO,CR6 Cabedelo/PB,622,9,<a href=http://www.icmbio.gov.br/portal/unidadesdeconservacao/biomas-brasileiros/marinho/unidades-de-conservacao-marinho/2238-apa-da-costa-dos-corais target=_blank>Clique aqui para mais informações no Portal</a>,Área de Proteção Ambiental da Costa dos Corais,APA Costa dos Corais,APA,Área de Proteção Ambiental,US,1997,DEC S/N de 23/10/1997,"DEC/SN 23/10/1997, criação",Cabedelo/PB (CR6)
16105,0000.00.0010 ,Instituto Chico Mendes de Conservação da Biodiversidade ,ÁREA DE PROTEÇÃO AMBIENTAL DE PETRÓPOLIS ,Federal ,Área de Proteção Ambiental ,Category V ,"Petrópolis (RJ), Magé (RJ), Guapimirim (RJ), Duque de Caxias (RJ) ",Sim ,RJ ,ÁREA DE PROTEÇÃO AMBIENTAL DA REGIÃO SERRANA DE PETRÓPOLIS,1982,APA,68224.2947923958,331888.7566,DEC  87.561 de 13/09/1982; DEC  527 de 20/05/1992,Federal,US,RJ,"Petrópolis, Teresópolis, Guapimirim, Magé, Duque de Caxias, Miguel Pereira, Cachoeiras de Macacu.",MATA ATLÂNTICA,MATA ATLÂNTICA,CR8 Rio de Janeiro/RJ,835,10,<a href=http://www.icmbio.gov.br/portal/unidadesdeconservacao/biomas-brasileiros/mata-atlantica/unidades-de-conservacao-mata-atlantica/2178-apa-de-petropolis target=_blank>Clique aqui para mais informações no Portal</a>,Área de Proteção Ambiental de Petrópolis,APA Petrópolis,APA,Área de Proteção Ambiental,US,1982,DEC  87.561 de 13/09/1982; DEC  527 de 20/05/1992,"Dec nº 87.561, de 13 de setembro de 1982  e  Dec nº 527 de 20 de maio de 1992",Rio de Janeiro/RJ (CR8)
18733,0000.00.0011 ,Instituto Chico Mendes de Conservação da Biodiversidade ,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA MANTIQUEIRA ,Federal ,Área de Proteção Ambiental ,Category V ,"Aiuruoca (MG), Alagoa (MG), Bocaina de Minas (MG), Baependi (MG), Delfim Moreira (MG), Itamonte (MG), Itanhandu (MG), Liberdade (MG), Marmelópolis (MG), Passa Quatro (MG), Passa Vinte (MG), Piranguçu (MG), Pouso Alto (MG), Virgínia (MG), Wenceslau Braz (MG), Itatiaia (RJ), Resende (RJ), Campos do Jordão (SP), Cruzeiro (SP), Guaratinguetá (SP), Lorena (SP), Lavrinhas (SP), Pindamonhangaba (SP), Piquete (SP), Queluz (SP), Santo Antônio do Pinhal (SP), São Bento do Sapucaí (SP) ",Sim ,"MG, RJ, SP ",ÁREA DE PROTEÇÃO AMBIENTAL DA SERRA DA MANTIQUEIRA,1985,APA,437524.568415871,1157115.783,DEC  91.304 de 03/06/1985; LEI 9.097 de 19/09/1995,Federal,US,MG/RJ/SP,"Santa Rita de Jacutinga, Tremembé, Virgínia, Wenceslau Braz, Itatiaia, Quatis, Resende, Aiuruoca, Al  XXX",MATA ATLÂNTICA,MATA ATLÂNTICA,CR8 Rio de Janeiro/RJ,734,11,<a href=http://www.icmbio.gov.br/portal/unidadesdeconservacao/biomas-brasileiros/mata-atlantica/unidades-de-conservacao-mata-atlantica/2177-apa-da-serra-da-mantiqueira target=_blank>Clique aqui para mais informações no Portal</a>,Área de Proteção Ambiental da Serra da Mantiqueira,APA Serra da Mantiqueira,APA,Área de Proteção Ambiental,US,1985,DEC  91.304 de 03/06/1985; LEI 9.097 de 19/09/1995,"LEI 9.097 de 19/09/1995, criação",Rio de Janeiro/RJ (CR8)
31758,0000.00.0012 ,Instituto Chico Mendes de Conservação da Biodiversidade ,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA TABATINGA ,Federal ,Área de Proteção Ambiental ,Category V ,Mateiros (TO) ,Sim ,TO ,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA TABATINGA,1990,APA,41779.6077910007,119496.5192,DEC  99.278 de 06/06/1990; DEC S/N de 16/07/2002,Federal,US,MA/PI,"Mateiros, Alto Parnaíba, Formoso do Rio Preto, Barreiras do Piauí.",CERRADO,CERRADO,CR5 Parnaíba/PI,918,12,<a href=http://www.icmbio.gov.br/portal/unidadesdeconservacao/biomas-brasileiros/cerrado/unidades-de-conservacao-cerrado/2052-apa-da-serra-de-tabatinga target=_blank>Clique aqui para mais informações no Portal</a>,Área de Proteção Ambiental da Serra da Tabatinga,APA Serra da Tabatinga,APA,Área de Proteção Ambiental,US,1990,DEC  99.278 de 06/06/1990; DEC S/N de 16/07/2002,"DEC 99.278 16/07/2002, criação",Parnaíba/PI (CR5)
19458,0000.00.0013 ,Instituto Chico Mendes de Conservação da Biodiversidade ,ÁREA DE PROTEÇÃO AMBIENTAL DE CAIRUÇU ,Federal ,Área de Proteção Ambiental ,Category V ,Parati (RJ) ,Sim ,RJ ,ÁREA DE PROTEÇÃO AMBIENTAL DE CAIRUÇU,1983,APA,32610.7779078639,282569.8925,DEC  89.242 de 27/12/1983,Federal,US,RJ/SP,"Parati, Ubatuba.",MATA ATLÂNTICA,MATA ATLÂNTICA e MARINHO COSTEIRO,CR8 Rio de Janeiro/RJ,833,13,<a href=http://www.icmbio.gov.br/portal/unidadesdeconservacao/biomas-brasileiros/marinho/unidades-de-conservacao-marinho/2240-apa-de-cairucu target=_blank>Clique aqui para mais informações no Portal</a>,Área de Proteção Ambiental de Cairuçu,APA Cairuçu,APA,Área de Proteção Ambiental,US,1983,DEC  89.242 de 27/12/1983,"DEC 89.242 27/12/1983, criação",Rio de Janeiro/RJ (CR8)
19484,0000.00.0014 ,Instituto Chico Mendes de Conservação da Biodiversidade ,ÁREA DE PROTEÇÃO AMBIENTAL DE CANANÉIA-IGUAPÉ-PERUÍBE ,Federal ,Área de Proteção Ambiental ,Category V ,"Ilha Comprida (SP), Peruíbe (SP), Miracatu (SP), Itariri (SP), Iguape (SP), Cananéia (SP) ",Sim ,SP ,ÁREA DE PROTEÇÃO AMBIENTAL DE CANANÉIA-IGUAPE-PERUÍBE,1984,APA,202309.580737674,642826.9385,DEC  90.347 de 23/10/1984; DEC  91.892 de 6/11/1985,Federal,US,SP,"Miracatu, Pedro de Toledo, Peruíbe, Iguape, Ilha Comprida, Jacupiranga, Cananéia,Pariquera-Açú,Itariri.",MATA ATLÂNTICA,MATA ATLÂNTICA e MARINHO COSTEIRO,CR8 Rio de Janeiro/RJ,904,14,<a href=http://www.icmbio.gov.br/portal/unidadesdeconservacao/biomas-brasileiros/marinho/unidades-de-conservacao-marinho/2241-apa-de-cananeia-iguape-peruibe target=_blank>Clique aqui para mais informações no Portal</a>,Área de Proteção Ambiental de Cananéia-Iguape-Peruíbe,APA Cananéia-Iguape-Peruíbe,APA,Área de Proteção Ambiental,US,1984,DEC  90.347 de 23/10/1984; DEC  91.892 de 6/11/1985,Dec  nº 90.347 de 23.10.1984 e Dec nº 91.982 de 06 de novembro de 1985,Rio de Janeiro/RJ (CR8)
116096,0000.00.0015 ,Instituto Chico Mendes de Conservação da Biodiversidade ,ÁREA DE PROTEÇÃO AMBIENTAL DE FERNANDO DE NORONHA ,Federal ,Área de Proteção Ambiental ,Category V ,Fernando de Noronha (PE) ,Sim ,PE ,ÁREA DE PROTEÇÃO AMBIENTAL DE FERNANDO DE NORONHA - ROCAS - SÃO PEDRO E SÃO PAULO,1986,APA,154409.031912516,417147.6873,DEC 92.755 de 05/06/1986,Federal,US,PE,Fernando de Noronha.,MARINHO COSTEIRO,MARINHO COSTEIRO,CR6 Cabedelo/PB,805,15,<a href=http://www.icmbio.gov.br/portal/unidadesdeconservacao/biomas-brasileiros/marinho/unidades-de-conservacao-marinho/2242-apa-de-fernando-de-noronha target=_blank>Clique aqui para mais informações no Portal</a>,Área de Proteção Ambiental de Fernando de Noronha,APA Fernando de Noronha,APA,Área de Proteção Ambiental,US,1986,DEC 92.755 de 05/06/1986,Dec nº 92.755 de 05 de junho de 1986 e  Dec nº 94.780 de 14 de agosto de 1987,Cabedelo/PB (CR6)
351840,0000.00.0016 ,Instituto Chico Mendes de Conservação da Biodiversidade ,ÁREA DE PROTEÇÃO AMBIENTAL DE GUAPI-MIRIM ,Federal ,Área de Proteção Ambiental ,Category V ,"Guapimirim (RJ), Itaboraí (RJ), Magé (RJ), São Gonçalo (RJ) ",Sim ,RJ ,ÁREA DE PROTEÇÃO AMBIENTAL DE GUAPI-MIRIM,1984,APA,13890.5382233212,69766.0028,DEC  90.225 de 25/09/1984,Federal,US,RJ,"Magé, Guapimirim, Itaboraí, São Gonçalo.",MATA ATLÂNTICA,MATA ATLÂNTICA,CR8 Rio de Janeiro/RJ,834,16,<a href=http://www.icmbio.gov.br/portal/unidadesdeconservacao/biomas-brasileiros/marinho/unidades-de-conservacao-marinho/2243-apa-de-guapimirim target=_blank>Clique aqui para mais informações no Portal</a>,Área de Proteção Ambiental de Guapi-Mirim,APA Guapi-Mirim,APA,Área de Proteção Ambiental,US,1984,DEC  90.225 de 25/09/1984,"DEC 90.225 de 25/09/1984, criação",Rio de Janeiro/RJ (CR8)
7906,0000.00.0017 ,Instituto Chico Mendes de Conservação da Biodiversidade ,ÁREA DE PROTEÇÃO AMBIENTAL DE GUARAQUEÇABA ,Federal ,Área de Proteção Ambiental ,Category V ,"Antonina (PR), Campina Grande do Sul (PR), Guaraqueçaba (PR), Paranaguá (PR) ",Sim ,PR ,ÁREA DE PROTEÇÃO AMBIENTAL DE GUARAQUEÇABA,1985,APA,282446.364740581,260771.8105,DEC  90.883 de 31/01/1985,Federal,US,SP/PR,"Guaraqueçaba, Paranaguá, Antonina, Campina Grande do Sul, Barra do Turvo, Cananéia.",MATA ATLÂNTICA,MATA ATLÂNTICA,CR9 Florianópolis/SC,819,17,<a href=http://www.icmbio.gov.br/portal/unidadesdeconservacao/biomas-brasileiros/marinho/unidades-de-conservacao-marinho/2244-apa-de-guaraquecaba target=_blank>Clique aqui para mais informações no Portal</a>,Área de Proteção Ambiental de Guaraqueçaba,APA Guaraqueçaba,APA,Área de Proteção Ambiental,US,1985,DEC  90.883 de 31/01/1985,"DEC 90.883 de 31/01/1985, criação",Florianópolis/SC (CR9)
18727,0000.00.0018 ,Instituto Chico Mendes de Conservação da Biodiversidade ,ÁREA DE PROTEÇÃO AMBIENTAL DE PIAÇABUÇU ,Federal ,Área de Proteção Ambiental ,Category V ,"Feliz Deserto (AL), Piaçabuçu (AL) ",Sim ,AL ,ÁREA DE PROTEÇÃO AMBIENTAL DE PIAÇABUÇU,1983,APA,9107.00971220951,50312.6534,DEC  88.421 de 21/06/1983,Federal,US,AL,"Piaçabuçu, Feliz Deserto.",MATA ATLÂNTICA,MATA ATLÂNTICA,CR6 Cabedelo/PB,623,18,<a href=http://www.icmbio.gov.br/portal/unidadesdeconservacao/biomas-brasileiros/marinho/unidades-de-conservacao-marinho/2245-apa-de-piacabucu target=_blank>Clique aqui para mais informações no Portal</a>,Área de Proteção Ambiental de Piaçabuçú,APA Piaçabuçú,APA,Área de Proteção Ambiental,US,1983,DEC  88.421 de 21/06/1983,"DEC 88.421 de 21/06/1983, criação",Cabedelo/PB (CR6)
115666,0000.00.0019 ,Instituto Chico Mendes de Conservação da Biodiversidade ,ÁREA DE PROTEÇÃO AMBIENTAL DELTA DO PARNAIBA ,Federal ,Área de Proteção Ambiental ,Category V ,"Ilha Grande (PI), Paulino Neves (MA), Tutóia (MA), Água Doce do Maranhão (MA), Araioses (MA), Chaval (CE), Barroquinha (CE), Luís Correia (PI), Parnaíba (PI), Cajueiro da Praia (PI) ",Sim ,"PI, MA, CE ",ÁREA DE PROTEÇÃO AMBIENTAL DELTA DO PARNAÍBA,1996,APA,309593.770797222,544451.2957,DEC S/N de 28/08/1996,Federal,US,MA/PI/CE,"Paulino Neves, Tutóia, Água Doce do Maranhão, Araioses, Ilha Grande, Parnaíba, Luís Correia, Cajueiro da Praia, Barroquinha, Chaval",CERRADO,"CERRADO, CAATINGA e MARINHO COSTEIRO",CR5 Parnaíba/PI,811,19,<a href=http://www.icmbio.gov.br/portal/unidadesdeconservacao/biomas-brasileiros/marinho/unidades-de-conservacao-marinho/2246-apa-delta-do-parnaiba target=_blank>Clique aqui para mais informações no Portal</a>,Área de Proteção Ambiental Delta do Parnaíba,APA Delta do Parnaíba,APA,Área de Proteção Ambiental,US,1996,DEC S/N de 28/08/1996,"DEC/SN 28/08/1996, criação",Parnaíba/PI (CR5)
31756,0000.00.0020 ,Instituto Chico Mendes de Conservação da Biodiversidade ,ÁREA DE PROTEÇÃO AMBIENTAL CARSTE DA LAGOA SANTA ,Federal ,Área de Proteção Ambiental ,Category V ,"Confins (MG), Lagoa Santa (MG), Matozinhos (MG), Funilândia (MG), Pedro Leopoldo (MG), Prudente de Morais (MG) ",Sim ,MG ,ÁREA DE PROTEÇÃO AMBIENTAL CARSTE DE LAGOA SANTA,1996,APA,37735.5772645333,137567.4013,DEC 98.881 de 25/01/1990; DEC 1.876 de 25/04/1996,Federal,US,MG,"Funilândia, Jaboticatubas, Prudente de Morais, Pedro Leopoldo, Confins, Vespasiano, Matozinhos, Baldin, Lagoa Santa, São José da Lapa.",CERRADO,CERRADO,CR11 Lagoa Santa/MG,731,20,<a href=http://www.icmbio.gov.br/portal/unidadesdeconservacao/biomas-brasileiros/cerrado/unidades-de-conservacao-cerrado/2057-apa-do-carste-de-lagoa-santa target=_blank>Clique aqui para mais informações no Portal</a>,Área de Proteção Ambiental Carste da Lagoa Santa,APA Carste da Lagoa Santa,APA,Área de Proteção Ambiental,US,1996,DEC 98.881 de 25/01/1990; DEC 1.876 de 25/04/1996,"DEC 98.881 de 25/01/1990, criação",Lagoa Santa/MG (CR11)
67631,0000.00.0021 ,Instituto Chico Mendes de Conservação da Biodiversidade ,ÁREA DE PROTEÇÃO AMBIENTAL IBIRAPUITÃ ,Federal ,Área de Proteção Ambiental ,Category V ,"Alegrete (RS), Quaraí (RS), Rosário do Sul (RS), Santana do Livramento (RS) ",Sim ,RS ,ÁREA DE PROTEÇÃO AMBIENTAL DO IBIRAPUITÃ,1992,APA,316792.015454389,274760.4063,DEC  529 de 20/05/1992,Federal,US,RS,"Alegrete, Rosário do Sul, Santana do Livramento, Quaraí.",PAMPA,PAMPA,CR9 Florianópolis/SC,875,21,<a href=http://www.icmbio.gov.br/portal/unidadesdeconservacao/biomas-brasileiros/pampa/unidades-de-conservacao-pampa/2233-apa-de-ibirapuita target=_blank>Clique aqui para mais informações no Portal</a>,Área de Proteção Ambiental de Ibirapuitã,APA Ibirapuitã,APA,Área de Proteção Ambiental,US,1992,DEC  529 de 20/05/1992,"DEC 529 de 20/05/1992, criação",Florianópolis/SC (CR9)
19755,0000.00.0022 ,Instituto Chico Mendes de Conservação da Biodiversidade ,ÁREA DE PROTEÇÃO AMBIENTAL DO IGARAPÉ GELADO ,Federal ,Área de Proteção Ambiental ,Category V ,Parauapebas (PA) ,Sim ,PA ,ÁREA DE PROTEÇÃO AMBIENTAL DO IGARAPÉ GELADO,1989,APA,23285.0866296662,149251.1274,DEC  97.718 de 05/05/1989,Federal,US,PA,"Parauapebas, Marabá.",AMAZÔNIA,AMAZÔNIA,CR4 Belém/PA,754,22,<a href=http://www.icmbio.gov.br/portal/unidadesdeconservacao/biomas-brasileiros/amazonia/unidades-de-conservacao-amazonia/1903-apa-do-iguarape-gelado target=_blank>Clique aqui para mais informações no Portal</a>,Área de Proteção Ambiental do Igarapé Gelado,APA Igarapé Gelado,APA,Área de Proteção Ambiental,US,1989,DEC  97.718 de 05/05/1989,"DEC 97.718 de 05/05/1989, criação",Belém/PA (CR4)
351841,0000.00.0023 ,Instituto Chico Mendes de Conservação da Biodiversidade ,ÁREA DE PROTEÇÃO AMBIENTAL DO PLANALTO CENTRAL ,Federal ,Área de Proteção Ambiental ,Category V ,"Brasília (DF), Padre Bernardo (GO), Planaltina (GO) ",Sim ,"DF, GO ",ÁREA DE PROTEÇÃO AMBIENTAL DO PLANALTO CENTRAL,2002,APA,503423.357610264,1155836.0931,DEC S/N de 10/01/2002,Federal,US,GO/DF,"Planaltina, Padre Bernardo, Brasília, Águas Claras de Goiás, Cristalina, Cabeceira Grande, Santo Antônio do Descoberto, Formosa, Cidade Ocidental, Novo Gama.",CERRADO,CERRADO,CR10 Goiânia/GO,697,23,<a href=http://www.icmbio.gov.br/portal/unidadesdeconservacao/biomas-brasileiros/cerrado/unidades-de-conservacao-cerrado/2059-apa-do-planalto-central target=_blank>Clique aqui para mais informações no Portal</a>,Área de Proteção Ambiental do Planalto Central,APA Planalto Central,APA,Área de Proteção Ambiental,US,2002,DEC S/N de 10/01/2002,"DEC/SN 10/01/2002, criação",Lagoa Santa/MG (CR11)
