Código UNEP-WCMC (World Conservation Monitoring Centre),codCnuc,Nome do Órgão Gestor,Nome da UC,Esfera Administrativa,Categoria de Manejo,Categoria IUCN (União Internacional para a Conservação da Natureza e dos Recursos Naturais),Municípios Abrangidos,Em conformidade com o SNUC,Estados Abrangidos,nome,anoCriacao,sigla,areaHa,perimetroM,atoLegal,esferaAdmin,siglaGrupo,UF,municipios,biomaIbge,biomaCrl,coordRegional,unidOrg,codCnucOld,linkOld,nomeUCOld,siglaNomeUCOld,siglaUCOld,nomeClasseOld,grupoOld,anoCriacaoOld,atoLegalOld,"DS_HISTO10,C,254Old",nomeCoordenacaoOld
 ,0000.33.2732 ,Instituto Estadual do Ambiente do Rio de Janeiro ,PARQUE ESTADUAL DA COSTA DO SOL ,Estadual ,Parque ,Category II ,"Araruama (RJ), Armação de Búzios (RJ), Arraial do Cabo (RJ), Cabo Frio (RJ), Saquarema (RJ), São Pedro da Aldeia (RJ) ",Sim ,RJ ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.33.2733 ,Instituto Estadual do Ambiente do Rio de Janeiro ,RESERVA PARTICULAR DO PATRIMôNIO NATURAL FAZENDA MIOSóTIS ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,São José do Vale do Rio Preto (RJ) ,Sim ,RJ ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.33.2777 ,Instituto Estadual do Ambiente do Rio de Janeiro ,RESERVA PARTICULAR DO PATRIMôNIO NATURAL DR. CARLOS DE OLIVEIRA RAMOS ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Varre-Sai (RJ) ,Sim ,RJ ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.33.2805 ,Instituto Estadual do Ambiente do Rio de Janeiro ,ÁREA DE PROTEçãO AMBIENTAL DO ALTO IGUAçU ,Estadual ,Área de Proteção Ambiental ,Category V ,"Belford Roxo (RJ), Duque de Caxias (RJ), Nova Iguaçu (RJ) ",Sim ,RJ ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.33.2891 ,Instituto Estadual do Ambiente do Rio de Janeiro ,RESERVA PARTICULAR DO PATRIMôNIO NATURAL REFÚGIO DO BUGIO ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Santa Maria Madalena (RJ) ,Sim ,RJ ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.33.2892 ,Instituto Estadual do Ambiente do Rio de Janeiro ,RESERVA PARTICULAR DO PATRIMôNIO NATURAL TERRA DO SOL E DA LUA ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Nova Friburgo (RJ) ,Sim ,RJ ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.33.2893 ,Instituto Estadual do Ambiente do Rio de Janeiro ,RESERVA PARTICULAR DO PATRIMôNIO NATURAL SíTIO PALMEIRAS ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Varre-Sai (RJ) ,Sim ,RJ ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.33.2894 ,Instituto Estadual do Ambiente do Rio de Janeiro ,RESERVA PARTICULAR DO PATRIMôNIO NATURAL GROTA DO SOSSEGO ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Paracambi (RJ) ,Sim ,RJ ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.33.2898 ,Instituto Estadual do Ambiente do Rio de Janeiro ,RESERVA PARTICULAR DO PATRIMôNIO NATURAL SANTA CLARA ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Engenheiro Paulo de Frontin (RJ) ,Sim ,RJ ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.33.2899 ,Instituto Estadual do Ambiente do Rio de Janeiro ,RESERVA PARTICULAR DO PATRIMôNIO NATURAL RESERVA ECOLóGICA DE GUAPIAçU ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Cachoeiras de Macacu (RJ) ,Sim ,RJ ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.33.2900 ,Instituto Estadual do Ambiente do Rio de Janeiro ,RESERVA PARTICULAR DO PATRIMôNIO NATURAL ESTÂNCIA RIO DO OURO ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Silva Jardim (RJ) ,Sim ,RJ ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.33.2904 ,Instituto Estadual do Ambiente do Rio de Janeiro ,PARQUE ESTADUAL DO MENDANHA ,Estadual ,Parque ,Category II ,"Mesquita (RJ), Nova Iguaçu (RJ), Rio de Janeiro (RJ) ",Sim ,RJ ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.33.2949 ,Instituto Estadual do Ambiente do Rio de Janeiro ,RESERVA PARTICULAR DO PATRIMôNIO NATURAL NêGA FULô ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Nova Friburgo (RJ) ,Sim ,RJ ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.33.2950 ,Instituto Estadual do Ambiente do Rio de Janeiro ,RESERVA PARTICULAR DO PATRIMôNIO NATURAL CALDEIRãO ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Petrópolis (RJ) ,Sim ,RJ ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.33.2951 ,Instituto Estadual do Ambiente do Rio de Janeiro ,RESERVA PARTICULAR DO PATRIMôNIO NATURAL PEDRA BRANCA ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Duas Barras (RJ) ,Sim ,RJ ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.33.2998 ,Instituto Estadual do Ambiente do Rio de Janeiro ,RESERVA PARTICULAR DO PATRIMôNIO NATURAL RILDO DE OLIVEIRA GOMES II ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Teresópolis (RJ) ,Sim ,RJ ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.33.2999 ,Instituto Estadual do Ambiente do Rio de Janeiro ,RESERVA PARTICULAR DO PATRIMôNIO NATURAL SíTIO PICADA ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Engenheiro Paulo de Frontin (RJ) ,Sim ,RJ ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.33.3054 ,Instituto Estadual do Ambiente do Rio de Janeiro ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA ECOLóGICA DE GUAPIAçU 2 ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Cachoeiras de Macacu (RJ) ,Sim ,RJ ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.33.3056 ,Instituto Estadual do Ambiente do Rio de Janeiro ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CANTO DOS PáSSAROS ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Teresópolis (RJ) ,Sim ,RJ ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.33.3057 ,Instituto Estadual do Ambiente do Rio de Janeiro ,RESERVA PARTICULAR DO PATRIMôNIO NATURAL CANTO DOS PáSSAROS II ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Teresópolis (RJ) ,Sim ,RJ ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.33.3058 ,Instituto Estadual do Ambiente do Rio de Janeiro ,RESERVA PARTICULAR DO PATRIMôNIO NATURAL BICHO PREGUIçA ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Rio de Janeiro (RJ) ,Sim ,RJ ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.33.3149 ,Instituto Estadual do Ambiente do Rio de Janeiro ,RESERVA PARTICULAR DO PATRIMôNIO NATURAL FAZENDA MINAS GERAIS ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Santa Maria Madalena (RJ) ,Sim ,RJ ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.33.3259 ,Instituto Estadual do Ambiente do Rio de Janeiro ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO SÃO PEDRO ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Vassouras (RJ) ,Sim ,RJ ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.33.3437 ,Instituto Estadual do Ambiente do Rio de Janeiro ,RESERVA PARTICULAR DO PATRIMôNIO NATURAL RICA PAULO DE FRONTIN ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Engenheiro Paulo de Frontin (RJ) ,Sim ,RJ ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.33.3438 ,Instituto Estadual do Ambiente do Rio de Janeiro ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL JACUTINGA ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Petrópolis (RJ) ,Sim ,RJ ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.33.3439 ,Instituto Estadual do Ambiente do Rio de Janeiro ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL VALÉRIO CARDOSO FURTADO ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Porciúncula (RJ) ,Sim ,RJ ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.33.3444 ,Instituto Estadual do Ambiente do Rio de Janeiro ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL REGINA ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Petrópolis (RJ) ,Sim ,RJ ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.33.3445 ,Instituto Estadual do Ambiente do Rio de Janeiro ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PILAR ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Maricá (RJ) ,Sim ,RJ ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.33.3517 ,Instituto Estadual do Ambiente do Rio de Janeiro ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PEITO DE POMBA ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Macaé (RJ) ,Sim ,RJ ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.33.3518 ,Instituto Estadual do Ambiente do Rio de Janeiro ,RESERVA PARTICULAR DO PATRIMôNIO NATURAL DA áGUA BOA ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Nova Friburgo (RJ) ,Sim ,RJ ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.33.3535 ,Instituto Estadual do Ambiente do Rio de Janeiro ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MARIO E ALBA CORRAL ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Macaé (RJ) ,Sim ,RJ ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.33.3547 ,Instituto Estadual do Ambiente do Rio de Janeiro ,MONUMENTO NATURAL ESTADUAL DA SERRA DA BELEZA ,Estadual ,Monumento Natural ,Category III ,"Barra do Piraí (RJ), Barra Mansa (RJ), Valença (RJ) ",Sim ,RJ ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.33.3549 ,Instituto Estadual do Ambiente do Rio de Janeiro ,REFÚGIO DE VIDA SILVESTRE ESTADUAL DO MÉDIO PARAÍBA ,Estadual ,Refúgio de Vida Silvestre ,Category III ,"Barra do Piraí (RJ), Barra Mansa (RJ), Itatiaia (RJ), Paraíba do Sul (RJ), Pinheiral (RJ), Porto Real (RJ), Quatis (RJ), Resende (RJ), Rio das Flores (RJ), Três Rios (RJ), Valença (RJ), Vassouras (RJ), Volta Redonda (RJ) ",Sim ,RJ ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.33.3550 ,Instituto Estadual do Ambiente do Rio de Janeiro ,REFÚGIO DE VIDA SILVESTRE ESTADUAL DA LAGOA DA TURFEIRA ,Estadual ,Refúgio de Vida Silvestre ,Category III ,Resende (RJ) ,Sim ,RJ ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.33.3583 ,Instituto Estadual do Ambiente do Rio de Janeiro ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL REGINA CLARA ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Petrópolis (RJ) ,Sim ,RJ ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.33.3598 ,Instituto Estadual do Ambiente do Rio de Janeiro ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA ECOLÓGICA DE GUAPIAÇU 3 ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Cachoeiras de Macacu (RJ) ,Sim ,RJ ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.33.3641 ,Instituto Estadual do Ambiente do Rio de Janeiro ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA ECOLÓGICA RIO BONITO DE LUMIAR ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Nova Friburgo (RJ) ,Sim ,RJ ,,,,,,,,,,,,,,,,,,,,,,,,,
4904,0000.35.0798 ,Fundação para Conservação e a Produção Florestal do Estado de São Paulo ,PARQUE ESTADUAL DA SERRA DO MAR ,Estadual ,Parque ,Category II ,"São Bernardo do Campo (SP), São Luís do Paraitinga (SP), São Paulo (SP), São Sebastião (SP), São Vicente (SP), Ubatuba (SP), Bertioga (SP), Biritiba-Mirim (SP), Caraguatatuba (SP), Cubatão (SP), Cunha (SP), Itanhaém (SP), Juquitiba (SP), Moji das Cruzes (SP), Mongaguá (SP), Natividade da Serra (SP), Paraibuna (SP), Pedro de Toledo (SP), Peruíbe (SP), Praia Grande (SP), Salesópolis (SP), Santo André (SP), Santos (SP) ",Sim ,SP ,,,,,,,,,,,,,,,,,,,,,,,,,
4896,0000.35.0800 ,Fundação para Conservação e a Produção Florestal do Estado de São Paulo ,PARQUE ESTADUAL DE CAMPOS DO JORDÃO ,Estadual ,Parque ,Category II ,Campos do Jordão (SP) ,Sim ,SP ,,,,,,,,,,,,,,,,,,,,,,,,,
81048,0000.35.0801 ,Fundação para Conservação e a Produção Florestal do Estado de São Paulo ,PARQUE ESTADUAL DO JURUPARÁ ,Estadual ,Parque ,Category II ,"Piedade (SP), Ibiúna (SP) ",Sim ,SP ,,,,,,,,,,,,,,,,,,,,,,,,,
4892,0000.35.0807 ,Fundação para Conservação e a Produção Florestal do Estado de São Paulo ,ESTAÇÃO ECOLÓGICA DE PAULO DE FARIA ,Estadual ,Estação Ecológica ,Category Ia ,Paulo de Faria (SP) ,Sim ,SP ,,,,,,,,,,,,,,,,,,,,,,,,,
19438,0000.35.0808 ,Fundação para Conservação e a Produção Florestal do Estado de São Paulo ,ESTAÇÃO ECOLÓGICA JATAÍ ,Estadual ,Estação Ecológica ,Category Ia ,Luís Antônio (SP) ,Sim ,SP ,,,,,,,,,,,,,,,,,,,,,,,,,
4897,0000.35.0810 ,Fundação para Conservação e a Produção Florestal do Estado de São Paulo ,PARQUE ESTADUAL CARLOS BOTELHO ,Estadual ,Parque ,Category II ,"Capâo Bonito (SP), Sete Barras (SP), São Miguel Arcanjo (SP) ",Sim ,SP ,,,,,,,,,,,,,,,,,,,,,,,,,
19441,0000.35.0812 ,Fundação para Conservação e a Produção Florestal do Estado de São Paulo ,ESTAÇÃO ECOLÓGICA DE RIBEIRÃO PRETO ,Estadual ,Estação Ecológica ,Category Ia ,Ribeirão Preto (SP) ,Sim ,SP ,,,,,,,,,,,,,,,,,,,,,,,,,
81051,0000.35.0816 ,Fundação para Conservação e a Produção Florestal do Estado de São Paulo ,PARQUE ESTADUAL DO MORRO DO DIABO ,Estadual ,Parque ,Category II ,Teodoro Sampaio (SP) ,Sim ,SP ,,,,,,,,,,,,,,,,,,,,,,,,,
19434,0000.35.0817 ,Fundação para Conservação e a Produção Florestal do Estado de São Paulo ,ESTAÇÃO ECOLÓGICA CHAÚAS ,Estadual ,Estação Ecológica ,Category Ia ,Iguape (SP) ,Sim ,SP ,,,,,,,,,,,,,,,,,,,,,,,,,
81053,0000.35.0818 ,Fundação para Conservação e a Produção Florestal do Estado de São Paulo ,ESTAÇÃO ECOLÓGICA MATA DO JACARÉ ,Estadual ,Estação Ecológica ,Category Ia ,Brotas (SP) ,Sim ,SP ,,,,,,,,,,,,,,,,,,,,,,,,,
19435,0000.35.0819 ,Fundação para Conservação e a Produção Florestal do Estado de São Paulo ,ESTAÇÃO ECOLÓGICA IBICATU ,Estadual ,Estação Ecológica ,Category Ia ,Piracicaba (SP) ,Sim ,SP ,,,,,,,,,,,,,,,,,,,,,,,,,
81044,0000.35.0820 ,Fundação para Conservação e a Produção Florestal do Estado de São Paulo ,ESTAÇÃO ECOLÓGICA BANANAL ,Estadual ,Estação Ecológica ,Category Ia ,Bananal (SP) ,Sim ,SP ,,,,,,,,,,,,,,,,,,,,,,,,,
81049,0000.35.0821 ,Fundação para Conservação e a Produção Florestal do Estado de São Paulo ,ESTAÇÃO ECOLÓGICA ITABERÁ ,Estadual ,Estação Ecológica ,Category Ia ,Itaberá (SP) ,Sim ,SP ,,,,,,,,,,,,,,,,,,,,,,,,,
81052,0000.35.0823 ,Fundação para Conservação e a Produção Florestal do Estado de São Paulo ,PARQUE ESTADUAL DE PORTO FERREIRA ,Estadual ,Parque ,Category II ,Porto Ferreira (SP) ,Sim ,SP ,,,,,,,,,,,,,,,,,,,,,,,,,
352031,0000.35.0825 ,Fundação para Conservação e a Produção Florestal do Estado de São Paulo ,PARQUE ESTADUAL DAS FURNAS DO BOM JESUS ,Estadual ,Parque ,Category II ,Pedregulho (SP) ,Sim ,SP ,,,,,,,,,,,,,,,,,,,,,,,,,
4893,0000.35.0826 ,Fundação para Conservação e a Produção Florestal do Estado de São Paulo ,PARQUE ESTADUAL TURÍSTICO DO ALTO DO RIBEIRA ,Estadual ,Parque ,Category II ,"Iporanga (SP), Apiaí (SP) ",Sim ,SP ,,,,,,,,,,,,,,,,,,,,,,,,,
352038,0000.35.0831 ,Fundação para Conservação e a Produção Florestal do Estado de São Paulo ,PARQUE ESTADUAL DO JUQUERY ,Estadual ,Parque ,Category II ,"Franco da Rocha (SP), Caieiras (SP) ",Sim ,SP ,,,,,,,,,,,,,,,,,,,,,,,,,
198374,0000.35.0833 ,Fundação para Conservação e a Produção Florestal do Estado de São Paulo ,PARQUE ESTADUAL XIXOVÁ-JAPUÍ ,Estadual ,Parque ,Category II ,"São Vicente (SP), Praia Grande (SP) ",Sim ,SP ,,,,,,,,,,,,,,,,,,,,,,,,,
168273,0000.35.0834 ,Fundação para Conservação e a Produção Florestal do Estado de São Paulo ,PARQUE ESTADUAL MARINHO DA LAJE DE SANTOS ,Estadual ,Parque ,Category II ,Santos (SP) ,Sim ,SP ,,,,,,,,,,,,,,,,,,,,,,,,,
352040,0000.35.0836 ,Fundação para Conservação e a Produção Florestal do Estado de São Paulo ,PARQUE ESTADUAL DOS MANANCIAIS DE CAMPOS DO JORDÃO ,Estadual ,Parque ,Category II ,Campos do Jordão (SP) ,Sim ,SP ,,,,,,,,,,,,,,,,,,,,,,,,,
351972,0000.35.0841 ,Fundação para Conservação e a Produção Florestal do Estado de São Paulo ,PARQUE ESTADUAL DA ILHA DO CARDOSO ,Estadual ,Parque ,Category II ,Cananéia (SP) ,Sim ,SP ,,,,,,,,,,,,,,,,,,,,,,,,,
4912,0000.35.0844 ,Fundação para Conservação e a Produção Florestal do Estado de São Paulo ,PARQUE ESTADUAL DA CANTAREIRA ,Estadual ,Parque ,Category II ,"São Paulo (SP), Mairiporã (SP), Guarulhos (SP), Caieiras (SP) ",Sim ,SP ,,,,,,,,,,,,,,,,,,,,,,,,,
351991,0000.35.0845 ,Fundação para Conservação e a Produção Florestal do Estado de São Paulo ,PARQUE ESTADUAL DO AGUAPEÍ ,Estadual ,Parque ,Category II ,"São João do Pau D'Alho (SP), Nova Independência (SP), Monte Castelo (SP), Junqueirópolis (SP), Guaraçaí (SP), Castilho (SP) ",Sim ,SP ,,,,,,,,,,,,,,,,,,,,,,,,,
351980,0000.35.0852 ,Fundação para Conservação e a Produção Florestal do Estado de São Paulo ,FLORESTA ESTADUAL EDMUNDO NAVARRO DE ANDRADE ,Estadual ,Floresta ,Category VI ,"Rio Claro (SP), Santa Gertrudes (SP) ",Sim ,SP ,,,,,,,,,,,,,,,,,,,,,,,,,
4908,0000.35.0853 ,Fundação para Conservação e a Produção Florestal do Estado de São Paulo ,PARQUE ESTADUAL DE VASSUNUNGA ,Estadual ,Parque ,Category II ,Santa Rita do Passa Quatro (SP) ,Sim ,SP ,,,,,,,,,,,,,,,,,,,,,,,,,
351996,0000.35.0854 ,Fundação para Conservação e a Produção Florestal do Estado de São Paulo ,PARQUE ESTADUAL DA CAMPINA DO ENCANTADO ,Estadual ,Parque ,Category II ,Pariquera-Açu (SP) ,Sim ,SP ,,,,,,,,,,,,,,,,,,,,,,,,,
4900,0000.35.0855 ,Fundação para Conservação e a Produção Florestal do Estado de São Paulo ,PARQUE ESTADUAL DE ILHABELA ,Estadual ,Parque ,Category II ,Ilhabela (SP) ,Sim ,SP ,,,,,,,,,,,,,,,,,,,,,,,,,
4899,0000.35.0856 ,Fundação para Conservação e a Produção Florestal do Estado de São Paulo ,PARQUE ESTADUAL DA ILHA ANCHIETA ,Estadual ,Parque ,Category II ,Ubatuba (SP) ,Sim ,SP ,,,,,,,,,,,,,,,,,,,,,,,,,
4895,0000.35.0857 ,Fundação para Conservação e a Produção Florestal do Estado de São Paulo ,ESTAÇÃO ECOLÓGICA DOS CAETETUS ,Estadual ,Estação Ecológica ,Category Ia ,"Alvinlândia (SP), Gália (SP) ",Sim ,SP ,,,,,,,,,,,,,,,,,,,,,,,,,
4903,0000.35.0859 ,Fundação para Conservação e a Produção Florestal do Estado de São Paulo ,PARQUE ESTADUAL DO JARAGUÁ ,Estadual ,Parque ,Category II ,"São Paulo (SP), Osasco (SP) ",Sim ,SP ,,,,,,,,,,,,,,,,,,,,,,,,,
81058,0000.35.0862 ,Fundação para Conservação e a Produção Florestal do Estado de São Paulo ,ESTAÇÃO ECOLÓGICA JURÉIA-ITATINS ,Estadual ,Estação Ecológica ,Category Ia ,"Iguape (SP), Itariri (SP), Miracatu (SP), Peruíbe (SP) ",Sim ,SP ,,,,,,,,,,,,,,,,,,,,,,,,,
81054,0000.35.0863 ,Fundação para Conservação e a Produção Florestal do Estado de São Paulo ,ESTAÇÃO ECOLÓGICA VALINHOS ,Estadual ,Estação Ecológica ,Category Ia ,Valinhos (SP) ,Sim ,SP ,,,,,,,,,,,,,,,,,,,,,,,,,
352025,0000.35.0870 ,Fundação para Conservação e a Produção Florestal do Estado de São Paulo ,PARQUE ESTADUAL DO RIO PEIXE ,Estadual ,Parque ,Category II ,"Dracena (SP), Ouro Verde (SP), Piquerobi (SP), Presidente Venceslau (SP) ",Sim ,SP ,,,,,,,,,,,,,,,,,,,,,,,,,
19431,0000.35.0909 ,Fundação para Conservação e a Produção Florestal do Estado de São Paulo ,ESTAÇÃO ECOLÓGICA DE BAURU ,Estadual ,Estação Ecológica ,Category Ia ,Bauru (SP) ,Sim ,SP ,,,,,,,,,,,,,,,,,,,,,,,,,
4915,0000.35.0910 ,Fundação para Conservação e a Produção Florestal do Estado de São Paulo ,ESTAÇÃO ECOLÓGICA DE ITAPETI ,Estadual ,Estação Ecológica ,Category Ia ,Moji das Cruzes (SP) ,Sim ,SP ,,,,,,,,,,,,,,,,,,,,,,,,,
81055,0000.35.0911 ,Fundação para Conservação e a Produção Florestal do Estado de São Paulo ,ESTAÇÃO ECOLÓGICA DE XITUÉ ,Estadual ,Estação Ecológica ,Category Ia ,Ribeirão Grande (SP) ,Sim ,SP ,,,,,,,,,,,,,,,,,,,,,,,,,
4894,0000.35.0913 ,Fundação para Conservação e a Produção Florestal do Estado de São Paulo ,PARQUE ESTADUAL DA ARA ,Estadual ,Parque ,Category II ,"Valinhos (SP), Campinas (SP) ",Sim ,SP ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.35.1672 ,Fundação para Conservação e a Produção Florestal do Estado de São Paulo ,ESTAÇÃO ECOLÓGICA DO BARREIRO RICO ,Estadual ,Estação Ecológica ,Category Ia ,Anhembi (SP) ,Sim ,SP ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.35.1675 ,Fundação para Conservação e a Produção Florestal do Estado de São Paulo ,PARQUE ESTADUAL CAVERNA DO DIABO ,Estadual ,Parque ,Category II ,"Iporanga (SP), Eldorado (SP), Cajati (SP), Barra do Turvo (SP) ",Sim ,SP ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.35.1676 ,Fundação para Conservação e a Produção Florestal do Estado de São Paulo ,PARQUE ESTADUAL INTERVALES ,Estadual ,Parque ,Category II ,Ribeirão Grande (SP) ,Sim ,SP ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.35.1677 ,Fundação para Conservação e a Produção Florestal do Estado de São Paulo ,PARQUE ESTADUAL DO ITINGUÇU ,Estadual ,Parque ,Category II ,"Peruíbe (SP), Iguape (SP) ",Sim ,SP ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.35.1678 ,Fundação para Conservação e a Produção Florestal do Estado de São Paulo ,PARQUE ESTADUAL LAGAMAR DE CANANEIA ,Estadual ,Parque ,Category II ,"Cananéia (SP), Jacupiranga (SP) ",Sim ,SP ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.35.1679 ,Fundação para Conservação e a Produção Florestal do Estado de São Paulo ,PARQUE ESTADUAL DO PRELADO ,Estadual ,Parque ,Category II ,Iguape (SP) ,Sim ,SP ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.35.1681 ,Fundação para Conservação e a Produção Florestal do Estado de São Paulo ,REFÚGIO DE VIDA SILVESTRE DAS ILHAS DO ABRIGO E GUARARITAMA ,Estadual ,Refúgio de Vida Silvestre ,Category III ,Peruíbe (SP) ,Sim ,SP ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.35.1685 ,Fundação para Conservação e a Produção Florestal do Estado de São Paulo ,RESERVA EXTRATIVISTA ILHA DO TUMBA ,Estadual ,Reserva Extrativista ,Category VI ,Cananéia (SP) ,Sim ,SP ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.35.1686 ,Fundação para Conservação e a Produção Florestal do Estado de São Paulo ,RESERVA EXTRATIVISTA TAQUARI ,Estadual ,Reserva Extrativista ,Category VI ,Cananéia (SP) ,Sim ,SP ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.35.1687 ,Fundação para Conservação e a Produção Florestal do Estado de São Paulo ,RDS DA BARRA DO UNA ,Estadual ,Reserva de Desenvolvimento Sustentável ,Category VI ,Peruíbe (SP) ,Sim ,SP ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.35.1688 ,Fundação para Conservação e a Produção Florestal do Estado de São Paulo ,RDS BARREIRO ANHEMAS ,Estadual ,Reserva de Desenvolvimento Sustentável ,Category VI ,Barra do Turvo (SP) ,Sim ,SP ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.35.1689 ,Fundação para Conservação e a Produção Florestal do Estado de São Paulo ,RDS DO DESPRAIADO ,Estadual ,Reserva de Desenvolvimento Sustentável ,Category VI ,Iguape (SP) ,Sim ,SP ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.35.1690 ,Fundação para Conservação e a Produção Florestal do Estado de São Paulo ,RDS LAVRAS ,Estadual ,Reserva de Desenvolvimento Sustentável ,Category VI ,Cajati (SP) ,Sim ,SP ,,,,,,,,,,,,,,,,,,,,,,,,,
