cod_cnuc,mean,na_rows,total_days
0000.00.1517,0.7943632567849687,0,958
0000.00.1521,2.0654970760233917,1,856
0000.00.1563,0.9168377823408624,0,974
0000.00.1564,0.24549549549549549,0,888
0000.00.1606,0.6108597285067874,1,885
0000.00.1612,1.8280450358239508,1,978
0000.00.1626,1.4488752556237219,0,978
0000.00.1628,1.9831081081081081,1,889
0000.00.1633,2.3807574206755375,0,977
0000.00.1808,1.1515151515151516,0,957
0000.00.1809,0.8599088838268792,0,878
0000.00.1812,1.731041456016178,1,990
0000.00.1813,0.5988023952095808,0,835
0000.00.1880,0.7449101796407186,0,835
0000.00.1907,0.4275449101796407,0,835
0000.00.1908,1.5350515463917527,0,970
0000.00.1909,1.3048403707518024,0,971
0000.00.1910,2.0948453608247424,0,970
0000.00.1911,0.4658682634730539,0,835
0000.00.1912,1.9444444444444444,2,830
0000.00.2633,2.03041825095057,0,1315
0000.00.2634,0.6858316221765913,0,974
0000.00.2874,1.4342379958246347,0,958
0000.00.3131,1.9949392712550607,1,989
0000.00.3132,0.5296127562642369,0,878
0000.00.3133,1.5897142857142856,2,877
0000.00.3134,1.471461187214612,1,877
0000.00.3135,1.4849428868120458,1,964
0000.00.3136,3.5692148760330578,0,968
0000.00.3137,1.8443983402489628,0,964
0000.00.3407,0.6359875904860393,0,967
0000.00.3408,1.8038176033934252,1,944
0000.00.3409,1.9896265560165975,1,965
0000.00.3410,3.1167355371900825,0,968
0000.00.3411,1.803941908713693,2,966
