cod_cnuc,mean,na_rows,total_days
0000.00.0145,375.987323943662,0,1420
0000.00.0146,16.96619718309859,0,1420
0000.00.0147,8.085915492957746,0,1420
0000.00.0148,10.250704225352113,0,1420
0000.00.0149,12.882394366197182,0,1420
0000.00.0150,10.451408450704225,0,1420
0000.00.0151,2.0944326990838618,1,1420
0000.00.0152,48.542957746478876,0,1420
0000.00.0153,16.866197183098592,0,1420
0000.00.0155,33.111971830985915,0,1420
0000.00.0156,11.914084507042254,0,1420
0000.00.0157,8.704225352112676,0,1420
0000.00.0158,35.1943661971831,0,1420
0000.00.0159,24.674647887323943,0,1420
0000.00.0160,46.11267605633803,0,1420
0000.00.0161,13.62112676056338,0,1420
0000.00.0162,17.43380281690141,0,1420
0000.00.0163,12.608450704225351,0,1420
0000.00.0164,7.019014084507043,0,1420
0000.00.0165,9.423239436619719,0,1420
0000.00.0166,31.70774647887324,0,1420
0000.00.0167,14.24507042253521,0,1420
0000.00.0168,7.535211267605634,0,1420
0000.00.0169,6.872535211267605,0,1420
0000.00.0170,63.962676056338026,0,1420
0000.00.0171,4.97887323943662,0,1420
0000.00.0173,17.330985915492956,0,1420
0000.00.0174,11.864084507042254,0,1420
0000.00.0175,29.857042253521126,0,1420
0000.00.0176,2.1902173913043477,0,1288
0000.00.0177,26.223239436619718,0,1420
0000.00.0178,12.028873239436619,0,1420
0000.00.0179,1.6218944099378882,0,1288
0000.00.0180,113.97112676056338,0,1420
0000.00.0181,3.414788732394366,0,1420
0000.00.0182,12.08169014084507,0,1420
0000.00.0183,10.379577464788733,0,1420
0000.00.0184,25.195774647887323,0,1420
0000.00.0185,11.77605633802817,0,1420
0000.00.0187,25.066901408450704,0,1420
0000.00.0188,1.628169014084507,0,1420
0000.00.0189,2.843661971830986,0,1420
0000.00.0191,3.215492957746479,0,1420
0000.00.0192,1.0560593569661996,0,1213
0000.00.0193,1.771830985915493,0,1420
0000.00.0194,0.8634868421052632,1,1217
0000.00.0195,2.7653276955602535,1,1420
0000.00.0196,1.8330985915492957,0,1420
0000.00.0197,2.9868529170090388,0,1217
0000.00.0198,1.8338815789473684,0,1216
0000.00.0199,1.7892561983471074,0,1210
0000.00.0200,3.4570422535211267,0,1420
0000.00.0202,3.097887323943662,0,1420
0000.00.0204,1.1056338028169015,0,1420
0000.00.0205,0.7984496124031008,1,1420
0000.00.0206,1.0082440230832646,1,1214
0000.00.0207,2.6257213520197857,0,1213
0000.00.0208,1.221987315010571,1,1420
0000.00.0209,0.9549295774647887,0,1420
