codcnuc,pa_name,pa_start_views,pa_end_views,page_creation
0000.13.1010,Sumaúma State Park,2015-07-01,2019-06-20,2016-06-27
0000.13.1011,Morro dos Seis Lagos Biological Reserve,2015-07-01,2019-06-20,2017-02-24
0000.13.1506,Rio Gregório Extractive Reserve,2015-07-01,2019-06-20,2016-08-28
0000.13.1573,Juma Sustainable Development Reserve,2015-07-01,2019-06-20,2016-06-15
0000.13.1730,Rio Negro Sustainable Development Reserve,2015-07-01,2019-06-20,2016-06-27
0000.13.1731,Tapauá State Forest,2015-07-01,2019-06-20,2016-09-02
0000.13.1732,Igapó-Açu Sustainable Development Reserve,2015-07-01,2019-06-20,2016-09-02
0000.13.1733,Canutama Extractive Reserve,2015-07-01,2019-06-20,2016-09-02
0000.13.1735,Matupiri Sustainable Development Reserve,2015-07-01,2019-06-20,2016-09-01
0000.13.1736,Matupiri State Park,2015-07-01,2019-06-20,2016-09-01
0000.13.1737,Canutama State Forest,2015-07-01,2019-06-20,2016-09-02
0000.13.1977,Rio Madeira Sustainable Development Reserve,2015-07-01,2019-06-20,2016-09-01
0000.13.3182,Puranga Conquista Sustainable Development Reserve,2015-07-01,2019-06-20,2016-06-29
0000.15.1021,Serra dos Martírios/Andorinhas State Park,2015-07-01,2019-06-20,2016-12-18
0000.15.1022,Utinga State Park,2015-07-01,2019-06-20,2016-12-05
0000.15.1023,Marajó Archipelago Environmental Protection Area,2015-07-01,2019-06-20,2016-06-28
0000.15.1024,Algodoal-Maiandeua Environmental Protection Area,2015-07-01,2019-06-20,2017-02-11
0000.15.1026,São Geraldo do Araguaia Environmental Protection Area,2015-07-01,2019-06-20,2017-02-09
0000.15.1032,Monte Alegre State Park,2015-07-01,2019-06-20,2016-12-13
0000.15.1033,Maicuru Biological Reserve,2015-07-01,2019-06-20,2016-05-14
0000.15.1034,Grão-Pará Ecological Station,2015-07-01,2019-06-20,2016-05-12
0000.15.1037,Trombetas State Forest,2015-07-01,2019-06-20,2016-09-07
0000.15.2042,Charapucu State Park,2015-07-01,2019-06-20,2016-06-30
0000.16.0291,Parazinho Biological Reserve,2015-07-01,2019-06-20,2016-11-05
0000.16.0292,Rio Iratapuru Sustainable Development Reserve,2015-07-01,2019-06-20,2016-11-05
0000.16.0293,Rio Curiaú Environmental Protection Area,2015-07-01,2019-06-20,2016-11-06
0000.16.0885,Amapá State Forest,2015-07-01,2019-06-20,2016-07-06
0000.16.0886,Fazendinha Environmental Protection Area,2015-07-01,2019-06-20,2016-11-05
0000.17.1486,Jalapão State Park,2015-07-01,2019-06-20,2008-11-27
0000.17.1487,Cantão State Park,2015-07-01,2019-06-20,2016-10-31
0000.17.1488,Lajeado State Park,2015-07-01,2019-06-20,2016-08-06
0000.17.1489,Tocantins Fossil Trees Natural Monument,2015-07-01,2019-06-20,2016-05-06
0000.17.1493,Lago de Santa Isabel Environmental Protection Area,2015-07-01,2019-06-20,2017-02-08
0000.17.1501,Ilha do Bananal / Cantão Environmental Protection Area,2015-07-01,2019-06-20,2016-10-31
0000.21.1882,Bacanga State Park,2015-07-01,2019-06-20,2016-08-03
0000.21.1886,Parcel de Manuel Luís Marine State Park,2015-07-01,2019-06-20,2016-08-03
0000.21.1887,Baixada Maranhense Environmental Protection Area,2015-07-01,2019-06-20,2016-06-13
0000.21.1888,Upaon-Açu/Miritiba/Alto Preguiças Environmental Protection Area,2015-07-01,2019-06-20,2017-02-09
0000.21.1891,Sítio Rangedor State Park,2015-07-01,2019-06-20,2016-05-17
0000.21.1963,Mirador State Park,2015-07-01,2019-06-20,2016-08-04
0000.23.0947,Pedra da Risca do Meio Marine State Park,2015-07-01,2019-06-20,2016-11-28
0000.23.0960,Quixadá Monoliths Natural Monument,2015-07-01,2019-06-20,2016-05-21
0000.23.0961,Beberibe Cliffs Natural Monument,2015-07-01,2019-06-20,2016-05-06
0000.23.0963,Cocó Park,2015-07-01,2019-06-20,2011-01-02
0000.24.1475,Natal Dunes State Park,2015-07-01,2019-06-20,2009-06-08
0000.25.0483,Pedra da Boca State Park,2015-07-01,2019-06-20,2016-12-20
0000.25.0484,Areia Vermelha Marine State Park,2015-07-01,2019-06-20,2017-01-07
0000.25.0904,"Valley of the Dinosaurs, Paraíba",2015-07-01,2019-06-20,2016-05-12
0000.25.2309,IBGE Ecological Reserve,2015-07-01,2019-06-20,2016-03-06
0000.25.2331,Pau-Brasil Ecological Station (Paraíba),2015-07-01,2019-06-20,2016-05-28
0000.25.2336,Pico do Jabre State Park,2015-07-01,2019-06-20,2017-01-11
0000.26.0966,Zoo Botanical Park Dois Irmãos,2015-07-01,2019-06-20,2009-07-14
0000.29.0294,Wenceslau Guimarães Ecological Station,2015-07-01,2019-06-20,2016-10-25
0000.29.0296,Morro do Chapéu State Park,2015-07-01,2019-06-20,2017-01-21
0000.29.0297,Sete Passagens State Park,2015-07-01,2019-06-20,2016-12-29
0000.29.0301,Caminhos Ecológicos da Boa Esperança Environmental Protection Area,2015-07-01,2019-06-20,2016-10-26
0000.29.0312,Lagoa Encantada e Rio Almada Environmental Protection Area,2015-07-01,2019-06-20,2016-10-27
0000.29.0322,Serra Branca / Raso da Catarina Environmental Protection Area,2015-07-01,2019-06-20,2016-11-03
0000.29.0325,Serra do Conduru State Park,2015-07-01,2019-06-20,2016-10-26
0000.29.0328,Baía de Camamu Environmental Protection Area,2015-07-01,2019-06-20,2016-10-28
0000.31.0360,Gruta Rei do Mato,2015-07-01,2019-06-20,2004-12-01
0000.31.0362,Rio Preto State Park,2015-07-01,2019-06-20,2017-01-19
0000.31.0363,Mata dos Ausentes Ecological Station,2015-07-01,2019-06-20,2010-02-27
0000.31.0368,Sumidouro State Park,2015-07-01,2019-06-20,2016-12-12
0000.31.0387,Grão Mogol State Park,2015-07-01,2019-06-20,2017-01-17
0000.31.0388,Biribiri State Park,2015-07-01,2019-06-20,2016-11-30
0000.31.0393,Serra Negra State Park,2015-07-01,2019-06-20,2017-01-18
0000.31.0394,Rio Doce State Park,2015-07-01,2019-06-20,2017-02-06
0000.31.0395,Nova Baden State Park,2015-07-01,2019-06-20,2016-12-04
0000.31.0398,Serra do Rola-Moça State Park,2015-07-01,2019-06-20,2017-01-16
0000.31.0402,Fernão Dias Environmental Protection Area,2015-07-01,2019-06-20,2016-10-02
0000.31.0404,Pico do Itambé State Park,2015-07-01,2019-06-20,2016-12-20
0000.31.0406,Serra do Papagaio State Park,2015-07-01,2019-06-20,2016-09-28
0000.31.0415,Jaíba Biological Reserve,2015-07-01,2019-06-20,2010-02-27
0000.31.0888,Serra Nova State Park,2015-07-01,2019-06-20,2017-01-30
0000.31.0890,Serra do Cabral State Park,2015-07-01,2019-06-20,2017-01-12
0000.31.1756,Acauã Ecological Station,2015-07-01,2019-06-20,2010-02-27
0000.31.1776,Caminho dos Gerais State Park,2015-07-01,2019-06-20,2017-01-18
0000.32.0331,Itaúnas State Park,2015-07-01,2019-06-20,2016-10-27
0000.32.0332,Paulo César Vinha State Park,2015-07-01,2019-06-20,2016-10-26
0000.32.1533,Frade e a Freira Natural Monument,2015-07-01,2019-06-20,2016-05-06
0000.32.1534,Forno Grande State Park,2015-07-01,2019-06-20,2016-10-25
0000.32.1667,Duas Bocas Biological Reserve,2015-07-01,2019-06-20,2016-10-25
0000.32.1673,Pedra Azul State Park,2015-07-01,2019-06-20,2008-03-21
0000.32.1831,Cachoeira da Fumaça State Park,2015-07-01,2019-06-20,2016-10-25
0000.32.1832,Concha D'Ostra Sustainable Development Reserve,2015-07-01,2019-06-20,2016-10-27
0000.32.1833,Mata das Flores State Park,2015-07-01,2019-06-20,2016-10-26
0000.32.2319,Serra das Torres Natural Monument,2015-07-01,2019-06-20,2016-10-27
0000.33.0723,Aventureiro Sustainable Development Reserve,2015-07-01,2019-06-20,2016-09-23
0000.33.0728,Praia do Sul Biological Reserve,2015-07-01,2019-06-20,2010-02-26
0000.33.0731,Tamoios Environmental Protection Area,2015-07-01,2019-06-20,2016-09-25
0000.33.0736,Bacia dos Frades Environmental Protection Area,2015-07-01,2019-06-20,2016-10-03
0000.33.0737,Bacia do Rio Macacu Environmental Protection Area,2015-07-01,2019-06-20,2016-10-07
0000.33.0738,Macaé de Cima Environmental Protection Area,2015-07-01,2019-06-20,2016-10-11
0000.33.1476,Serra da Tiririca State Park,2015-07-01,2019-06-20,2017-02-07
0000.33.1477,Ilha Grande State Park,2015-07-01,2019-06-20,2016-09-23
0000.33.1478,Pedra Branca State Park,2015-07-01,2019-06-20,2017-01-12
0000.33.1479,Desengano State Park,2015-07-01,2019-06-20,2017-01-12
0000.33.1480,Serra da Concórdia State Park,2015-07-01,2019-06-20,2017-01-18
0000.33.1482,Guaratiba Biological Reserve,2015-07-01,2019-06-20,2010-02-26
0000.33.1483,Araras State Biological Reserve,2015-07-01,2019-06-20,2016-04-19
0000.33.1485,Três Picos State Park,2015-07-01,2019-06-20,2016-10-03
0000.33.2722,Pedra Selada State Park,2015-07-01,2019-06-20,2016-10-01
0000.33.2732,Costa do Sol State Park,2015-07-01,2019-06-20,2011-06-02
0000.33.2904,Mendanha State Park,2015-07-01,2019-06-20,2017-01-15
0000.35.0798,Serra do Mar State Park,2015-07-01,2019-06-20,2010-04-27
0000.35.0800,Campos do Jordão State Park,2015-07-01,2019-06-20,2016-09-27
0000.35.0801,Jurupará State Park,2015-07-01,2019-06-20,2017-02-04
0000.35.0808,Jataí Ecological Station,2015-07-01,2019-06-20,2017-02-19
0000.35.0810,Carlos Botelho State Park,2015-07-01,2019-06-20,2016-12-07
0000.35.0816,Morro do Diabo State Park,2015-07-01,2019-06-20,2016-11-07
0000.35.0817,Chauás Ecological Station,2015-07-01,2019-06-20,2016-11-17
0000.35.0818,Mata do Jacaré Ecological Station,2015-07-01,2019-06-20,2016-05-12
0000.35.0820,Bananal Ecological Station,2015-07-01,2019-06-20,2016-09-22
0000.35.0823,Porto Ferreira State Park,2015-07-01,2019-06-20,2017-01-22
0000.35.0825,Furnas do Bom Jesus State Park,2015-07-01,2019-06-20,2017-02-03
0000.35.0826,Alto Ribeira Tourist State Park,2015-07-01,2019-06-20,2011-12-30
0000.35.0831,Juqueri State Park,2015-07-01,2019-06-20,2017-01-10
0000.35.0833,Xixová-Japuí State Park,2015-07-01,2019-06-20,2016-11-28
0000.35.0834,Laje de Santos Marine State Park,2015-07-01,2019-06-20,2017-01-21
0000.35.0836,Mananciais de Campos do Jordão State Park,2015-07-01,2019-06-20,2016-10-01
0000.35.0841,Ilha do Cardoso State Park,2015-07-01,2019-06-20,2016-11-17
0000.35.0844,Cantareira State Park,2015-07-01,2019-06-20,2016-12-10
0000.35.0845,Aguapeí State Park,2015-07-01,2019-06-20,2016-11-08
0000.35.0853,Vassununga State Park,2015-07-01,2019-06-20,2016-11-29
0000.35.0854,Campina do Encantado State Park,2015-07-01,2019-06-20,2016-09-21
0000.35.0855,Ilhabela State Park,2015-07-01,2019-06-20,2016-12-23
0000.35.0856,Ilha Anchieta State Park,2015-07-01,2019-06-20,2016-09-22
0000.35.0857,Caetetus Ecological Station,2015-07-01,2019-06-20,2017-02-21
0000.35.0862,Juréia-Itatins Ecological Station,2015-07-01,2019-06-20,2016-07-19
0000.35.0870,Rio do Peixe State Park,2015-07-01,2019-06-20,2016-11-13
0000.35.0911,Xitué Ecological Station,2015-07-01,2019-06-20,2016-12-07
0000.35.1672,Barreiro Rico Ecological Station,2015-07-01,2019-06-20,2016-07-17
0000.35.1675,Caverna do Diabo State Park,2015-07-01,2019-06-20,2016-11-21
0000.35.1676,Intervales State Park,2015-07-01,2019-06-20,2016-12-06
0000.35.1677,Itinguçu State Park,2015-07-01,2019-06-20,2016-07-21
0000.35.1678,Lagamar de Cananéia State Park,2015-07-01,2019-06-20,2016-11-24
0000.35.1679,Prelado State Park,2015-07-01,2019-06-20,2016-07-20
0000.35.1681,Ilhas do Abrigo e Guararitama Wildlife Refuge,2015-07-01,2019-06-20,2016-07-21
0000.35.1685,Ilha do Tumba Extractive Reserve,2015-07-01,2019-06-20,2016-11-25
0000.35.1686,Taquari Extractive Reserve,2015-07-01,2019-06-20,2016-11-22
0000.35.1687,Barra do Una Sustainable Development Reserve,2015-07-01,2019-06-20,2016-07-23
0000.35.1688,Barreiro/Anhemas Sustainable Development Reserve,2015-07-01,2019-06-20,2016-11-25
0000.35.1689,Despraiado Sustainable Development Reserve,2015-07-01,2019-06-20,2016-07-21
0000.35.1690,Lavras Sustainable Development Reserve,2015-07-01,2019-06-20,2016-11-23
0000.35.1691,Pinheirinhos Sustainable Development Reserve,2015-07-01,2019-06-20,2016-11-25
0000.35.1692,Quilombos de Barra do Turvo Sustainable Development Reserve,2015-07-01,2019-06-20,2016-11-25
0000.35.1693,Itapanhapima Sustainable Development Reserve,2015-07-01,2019-06-20,2016-11-25
0000.35.1697,Cajati Environmental Protection Area,2015-07-01,2019-06-20,2016-11-26
0000.35.1698,Campos do Jordão Environmental Protection Area,2015-07-01,2019-06-20,2016-09-29
0000.35.1702,Ilha Comprida Environmental Protection Area,2015-07-01,2019-06-20,2016-11-20
0000.35.1709,Planalto do Turvo Environmental Protection Area,2015-07-01,2019-06-20,2016-11-26
0000.35.1710,Quilombos do Médio Ribeira Environmental Protection Area,2015-07-01,2019-06-20,2016-11-21
0000.35.1713,Rio Pardinho e Rio Vermelho Environmental Protection Area,2015-07-01,2019-06-20,2016-11-27
0000.35.1714,São Francisco Xavier Environmental Protection Area,2015-07-01,2019-06-20,2016-10-01
0000.35.1715,Sapucaí Mirim Environmental Protection Area,2015-07-01,2019-06-20,2016-10-02
0000.35.1716,Serra do Mar Environmental Protection Area,2015-07-01,2019-06-20,2016-12-08
0000.35.1725,Guará Area of Relevant Ecological Interest,2015-07-01,2019-06-20,2016-11-26
0000.35.1964,Restinga de Bertioga State Park,2015-07-01,2019-06-20,2017-01-17
0000.35.1968,Pedra do Baú,2015-07-01,2019-06-20,2012-03-22
0000.35.1969,Rio Turvo State Park,2015-07-01,2019-06-20,2016-11-21
0000.35.2559,Albert Löfgren State Park,2015-07-01,2019-06-20,2016-12-09
0000.35.2589,Andradina Biological Reserve,2015-07-01,2019-06-20,2010-02-27
0000.35.2701,Itirapina Ecological Station,2015-07-01,2019-06-20,2017-02-19
0000.35.2839,Nascentes do Paranapanema State Park,2015-07-01,2019-06-20,2016-12-06
0000.35.2867,Fontes do Ipiranga Biological Reserve,2015-07-01,2019-06-20,2010-02-27
0000.35.2936,Angatuba Ecological Station,2015-07-01,2019-06-20,2016-06-30
0000.41.0499,Cerrado State Park,2015-07-01,2019-06-20,2016-12-17
0000.41.0500,Guaratuba Environmental Protection Area,2015-07-01,2019-06-20,2016-11-19
0000.41.0504,Ibiporã State Park,2015-07-01,2019-06-20,2016-12-30
0000.41.0512,Rio da Onça State Park,2015-07-01,2019-06-20,2016-11-18
0000.41.0513,Campinhos State Park,2015-07-01,2019-06-20,2017-02-06
0000.41.0514,Boguaçu State Park,2015-07-01,2019-06-20,2016-09-21
0000.41.0518,Pau Oco State Park,2015-07-01,2019-06-20,2016-11-20
0000.41.0524,Roberto Ribas Lange State Park,2015-07-01,2019-06-20,2016-11-17
0000.41.0528,Ilha do Mel Ecological Station,2015-07-01,2019-06-20,2016-09-21
0000.41.0529,Ilha do Mel State Park,2015-07-01,2019-06-20,2016-09-21
0000.41.0531,Serra da Baitaca State Park,2015-07-01,2019-06-20,2016-09-20
0000.41.0532,Pico Paraná State Park,2015-07-01,2019-06-20,2016-11-19
0000.41.0539,São Camilo State Park,2015-07-01,2019-06-20,2010-02-27
0000.41.0540,Pico do Marumbi State Park,2015-07-01,2019-06-20,2016-11-19
0000.41.0541,Graciosa State Park,2015-07-01,2019-06-20,2016-11-16
0000.41.0549,Guartelá State Park,2015-07-01,2019-06-20,2016-12-04
0000.41.0550,Vila Velha State Park,2015-07-01,2019-06-20,2015-05-04
0000.41.3047,Caiuá Ecological Station,2015-07-01,2019-06-20,2016-11-14
0000.42.0780,Serra Furada State Park,2015-07-01,2019-06-20,2017-02-04
0000.42.0786,Serra do Tabuleiro State Park,2015-07-01,2019-06-20,2016-06-11
0000.42.0789,Fritz Plaumann State Park,2015-07-01,2019-06-20,2016-12-14
0000.42.0791,Acaraí State Park,2015-07-01,2019-06-20,2016-11-29
0000.42.1844,Rio Vermelho State Park,2015-07-01,2019-06-20,2017-01-21
0000.43.1018,Turvo State Park,2015-07-01,2019-06-20,2016-11-11
0000.43.1019,Espigão Alto State Park,2015-07-01,2019-06-20,2017-01-17
0000.43.1863,Itapeva State Park,2015-07-01,2019-06-20,2016-12-05
0000.43.1994,Itapuã State Park,2015-07-01,2019-06-20,2016-12-21
0000.43.2000,Banhados do Delta Biological Reserve,2015-07-01,2019-06-20,2010-02-27
0000.43.2004,Quarta Colônia State Park,2015-07-01,2019-06-20,2017-01-20
0000.43.2005,Tainhas State Park,2015-07-01,2019-06-20,2016-12-09
0000.43.2007,Ibirapuitã Biological Reserve,2015-07-01,2019-06-20,2010-02-27
0000.43.2008,Mata Paludosa Biological Reserve,2015-07-01,2019-06-20,2010-02-27
0000.43.2009,São Donato Biological Reserve,2015-07-01,2019-06-20,2010-02-27
0000.43.3736,Camaquã State Park,2015-07-01,2019-06-20,2017-01-22
0000.50.0419,Prosa State Park,2015-07-01,2019-06-20,2017-02-04
0000.50.0420,Rio Ivinhema State Park,2015-07-01,2019-06-20,2016-11-13
0000.50.0421,Nascentes do Rio Taquari State Park,2015-07-01,2019-06-20,2016-12-13
0000.50.0422,Matas do Segredo State Park,2015-07-01,2019-06-20,2016-11-30
0000.50.1515,Gruta do Lago Azul Natural Monument,2015-07-01,2019-06-20,2016-02-12
0000.51.0448,Serra Ricardo Franco State Park,2015-07-01,2019-06-20,2016-12-03
0000.51.0451,Rio Ronuro Ecological Station,2015-07-01,2019-06-20,2016-05-25
0000.51.0455,Igarapés do Juruena State Park,2015-07-01,2019-06-20,2016-07-11
0000.51.0456,Tucumã State Park,2015-07-01,2019-06-20,2016-07-12
0000.51.0457,Culuene Biological Reserve,2015-07-01,2019-06-20,2017-02-22
0000.51.0460,Dom Osório Stoffel State Park,2015-07-01,2019-06-20,2016-12-22
0000.51.0462,Serra de Santa Bárbara State Park,2015-07-01,2019-06-20,2016-08-04
0000.51.0463,Guariba-Roosevelt Extractive Reserve,2015-07-01,2019-06-20,2016-06-07
0000.51.0464,Mãe Bonifácia State Park,2015-07-01,2019-06-20,2016-12-09
0000.51.0465,Gruta da Lagoa Azul State Park,2015-07-01,2019-06-20,2016-08-02
0000.51.0470,Xingu State Park,2015-07-01,2019-06-20,2016-06-12
0000.51.0472,Serra Azul State Park,2015-07-01,2019-06-20,2016-12-11
0000.51.0477,Guirá State Park,2015-07-01,2019-06-20,2016-12-09
0000.51.1467,Águas Quentes State Park,2015-07-01,2019-06-20,2016-08-01
0000.51.1899,Rio Roosevelt Ecological Station,2015-07-01,2019-06-20,2016-05-26
0000.51.1901,Cristalino State Park,2015-07-01,2019-06-20,2016-11-01
0000.51.1902,Cristalino II State Park,2015-07-01,2019-06-20,2016-12-17
0000.51.1903,Zé Bolo Flô State Park,2015-07-01,2019-06-20,2016-12-12
0000.51.1916,Encontro das Águas State Park,2015-07-01,2019-06-20,2016-08-02
0000.51.1918,Rio Madeirinha Ecological Station,2015-07-01,2019-06-20,2016-06-05
0000.51.1919,Rio Flor do Prado Ecological Station,2015-07-01,2019-06-20,2016-06-05
0000.52.0899,Altamiro de Moura Pacheco State Park,2015-07-01,2019-06-20,2016-12-12
0000.52.1738,Caldas Novas State Park,2015-07-01,2019-06-20,2017-01-16
0000.52.1739,Pirineus State Park,2015-07-01,2019-06-20,2016-12-18
0000.52.1740,Terra Ronca State Park,2015-07-01,2019-06-20,2011-12-31
0000.52.1744,Araguaia State Park,2015-07-01,2019-06-20,2016-12-03
0000.52.1745,Serra Dourada State Park,2015-07-01,2019-06-20,2017-01-11
0000.53.1634,Águas Emendadas Ecological Station,2015-07-01,2019-06-20,2016-05-25
0120.32.3116,Itabira Natural Monument,2015-07-01,2019-06-20,2016-10-24
0250.33.2801,Suruí Environmental Protection Area,2015-07-01,2019-06-20,2016-10-10
0260.13.2556,Tupé Sustainable Development Reserve,2015-07-01,2019-06-20,2016-10-12
0332.32.2879,Falésias de Marataízes Natural Monument,2015-07-01,2019-06-20,2016-10-24
0350.33.1878,Jaceruba Environmental Protection Area,2015-07-01,2019-06-20,2016-10-11
0390.33.1516,Petrópolis Municipal Nature Park,2015-07-01,2019-06-20,2016-10-04
0390.33.2043,Pedra do Elefante Natural Monument,2015-07-01,2019-06-20,2016-10-07
0420.33.3166,Cachoeira da Fumaça e Jacuba Natural Park,2015-07-01,2019-06-20,2016-09-28
0455.33.1788,Reserva de Marapendi (Rio de Janeiro),2015-07-01,2019-06-20,2016-03-01
0455.33.1789,Marapendi Municipal Nature Park,2015-07-01,2019-06-20,2016-03-10
0455.33.1811,Sugarloaf Mountain and Urca Hill Natural Monument,2015-07-01,2019-06-20,2017-01-15
0520.32.2778,Jacarenema Ecological Reserve,2015-07-01,2019-06-20,2016-06-05
0530.32.2644,Fonte Grande State Park,2015-07-01,2019-06-20,2017-01-29
0580.33.1895,Montanhas de Teresópolis Municipal Nature Park,2015-07-01,2019-06-20,2016-10-04
0810.24.1851,Natal City Park,2015-07-01,2019-06-20,2009-07-28
4730.35.2799,Tamboré Biological Reserve,2015-07-01,2019-06-20,2010-02-27
