cod_cnuc,mean,na_rows,total_days,pa_name_cnuc,pt_wkname
0000.00.0187,25.04548587181254,0,1451,PARQUE NACIONAL MONTANHAS DO TUMUCUMAQUE,Parque Nacional Montanhas do Tumucumaque
0000.00.0188,1.6498966230186078,0,1451,PARQUE NACIONAL DA SERRA DA CUTIA,Parque Nacional da Serra da Cutia
0000.00.0189,2.8490696071674706,0,1451,PARQUE NACIONAL SERRA DA MOCIDADE,Parque Nacional Serra da Mocidade
0000.00.0191,3.2198483804272917,0,1451,RESERVA BIOLÓGICA AUGUSTO RUSCHI,Reserva Biológica Augusto Ruschi
0000.00.0192,1.0699919549477073,1,1244,RESERVA BIOLÓGICA DA CONTAGEM,Reserva Biológica da Contagem
0000.00.0193,1.813921433494142,0,1451,RESERVA BIOLÓGICA DA MATA ESCURA,Reserva Biológica da Mata Escura
0000.00.0194,0.8613782051282052,0,1248,RESERVA BIOLÓGICA DO ABUFARI,Reserva Biológica do Abufari
0000.00.0195,2.7524137931034485,1,1451,RESERVA BIOLÓGICA DE COMBOIOS,Reserva Biológica de Comboios
0000.00.0196,1.8455172413793104,1,1451,RESERVA BIOLÓGICA GUARIBAS,Reserva Biológica Guaribas
0000.00.0197,3.0176282051282053,0,1248,RESERVA BIOLOGICA DE PEDRA TALHADA,Reserva Biológica de Pedra Talhada
0000.00.0198,1.8364073777064955,0,1247,RESERVA BIOLÓGICA DE SALTINHO,Reserva Biológica de Saltinho
0000.00.0199,1.798549556809025,0,1241,RESERVA BIOLÓGICA DE SANTA ISABEL,Reserva Biológica de Santa Isabel
0000.00.0200,3.45448275862069,1,1451,RESERVA BIOLÓGICA DE SERRA NEGRA,Reserva Biológica de Serra Negra
0000.00.0202,3.12749827705031,0,1451,RESERVA BIOLÓGICA DE UNA,Reserva Biológica de Una
0000.00.0204,1.1117241379310345,1,1451,RESERVA BIOLÓGICA DO CÓRREGO DO VEADO,Reserva Biológica do Córrego do Veado
0000.00.0205,0.8041379310344827,1,1451,RESERVA BIOLÓGICA DO CÓRREGO GRANDE,Reserva Biológica do Córrego Grande
0000.00.0206,1.0136655948553055,1,1245,RESERVA BIOLÓGICA DO GUAPORÉ,Reserva Biológica do Guaporé
0000.00.0207,2.6358520900321545,0,1244,RESERVA BIOLÓGICA DO GURUPI,Reserva Biológica do Gurupi
0000.00.0208,1.2308752584424534,0,1451,RESERVA BIOLÓGICA DO JARU,Reserva Biológica do Jaru
0000.00.0209,0.9538249483115093,0,1451,RESERVA BIOLÓGICA DO LAGO PIRATUBA,Reserva Biológica do Lago Piratuba
0000.00.0210,0.9290322580645162,2,1242,RESERVA BIOLÓGICA DO RIO TROMBETAS,Reserva Biológica do Rio Trombetas
0000.00.0211,1.0585802894555478,0,1451,RESERVA BIOLÓGICA DO TAPIRAPÉ,Reserva Biológica do Tapirapé
0000.00.0212,14.706409372846313,0,1451,RESERVA BIOLÓGICA DO TINGUÁ,Reserva Biológica Federal do Tinguá
0000.00.0213,1.2085004009623095,0,1247,RESERVA BIOLÓGICA DO UATUMÃ,Reserva Biológica do Uatumã
0000.00.0214,4.17448275862069,1,1451,RESERVA BIOLÓGICA MARINHA DO ARVOREDO,Reserva Biológica Marinha do Arvoredo
0000.00.0215,7.998621640248105,0,1451,RESERVA BIOLÓGICA DE POÇO DAS ANTAS,Reserva Biológica Poço das Antas
0000.00.0216,0.7699115044247787,1,1244,RESERVA BIOLÓGICA NASCENTES SERRA DO CACHIMBO,Reserva Biológica Nascentes da Serra do Cachimbo
0000.00.0217,3.2742935906271535,0,1451,RESERVA BIOLÓGICA UNIÃO,Reserva Biológica União
0000.00.0222,4.535492763611303,0,1451,RESERVA EXTRATIVISTA CHICO MENDES,Reserva Extrativista Chico Mendes
0000.00.0223,0.416551724137931,1,1451,RESERVA EXTRATIVISTA CHOCOARÉ-MATO GROSSO,Reserva Extrativista Chocoaré-Mato Grosso
0000.00.0227,0.4979310344827586,1,1451,RESERVA EXTRATIVISTA MARACANÃ,Reserva Extrativista Maracanã
0000.00.0228,0.26620689655172414,1,1451,RESERVA EXTRATIVISTA SÃO JOÃO DA PONTA,Reserva Extrativista de São João da Ponta
0000.00.0230,0.4517241379310345,1,1451,RESERVA EXTRATIVISTA BAIXO JURUÁ,Reserva Extrativista Baixo Juruá
0000.00.0231,1.647829083390765,0,1451,RESERVA EXTRATIVISTA DO BATOQUE,Reserva Extrativista do Batoque
0000.00.0232,1.193103448275862,1,1451,RESERVA EXTRATIVISTA DO CAZUMBÁ-IRACEMA,Reserva Extrativista Cazumbá-Iracema
0000.00.0233,1.2212267401791868,0,1451,RESERVA EXTRATIVISTA LAGO DO CUNIÃ,Reserva Extrativista do Lago do Cuniã
0000.00.0234,1.1586206896551725,1,1451,RESERVA EXTRATIVISTA MANDIRA,Reserva Extrativista do Mandira
0000.00.0235,0.5809786354238456,0,1451,RESERVA EXTRATIVISTA MÉDIO JURUÁ,Reserva Extrativista Médio Juruá
0000.00.0238,1.0723638869745002,0,1451,RESERVA EXTRATIVISTA DO RIO CAUTÁRIO,Reserva Extrativista Federal do Rio Cautário
0000.00.0239,0.39352170916609236,0,1451,RESERVA EXTRATIVISTA DO RIO JUTAÍ,Reserva Extrativista do Rio Jutaí
0000.00.0240,0.9848275862068966,1,1451,RESERVA EXTRATIVISTA EXTREMO NORTE DO TOCANTINS,Reserva Extrativista do Extremo Norte do Tocantins
0000.00.0242,0.47622329427980703,0,1451,RESERVA EXTRATIVISTA DO LAGO DO CAPANÃ GRANDE,Reserva Extrativista do Lago do Capanã Grande
0000.00.0243,0.5917241379310345,1,1451,RESERVA EXTRATIVISTA MAE GRANDE DE CURUÇA,Reserva Extrativista Mãe Grande de Curuçá
0000.00.0244,1.273793103448276,1,1451,RESERVA EXTRATIVISTA MAPUÁ,Reserva Extrativista Mapuá
0000.00.0245,1.0799448656099242,0,1451,RESERVA EXTRATIVISTA MARINHA DA BAIA DE IGUAPÉ,Reserva Extrativista Marinha da Baía do Iguape
0000.00.0246,0.6158620689655172,1,1451,RESERVA EXTRATIVISTA MARINHA DA LAGOA DO JEQUIÁ,Reserva Extrativista Marinha da Lagoa do Jequiá
0000.00.0247,0.33655172413793105,1,1451,RESERVA EXTRATIVISTA MARINHA ARAI-PEROBA,Reserva Extrativista Marinha de Araí-Peroba
0000.00.0248,0.7512060647829083,0,1451,RESERVA EXTRATIVISTA MARINHA CAETÉTAPERAÇU,Reserva Extrativista Marinha de Caeté-Taperaçu
0000.00.0249,0.3689655172413793,1,1451,RESERVA EXTRATIVISTA MARINHA DE GURUPI-PIRIÁ,Reserva Extrativista Marinha de Gurupi-Piriá
0000.00.0250,0.3232253618194349,0,1451,RESERVA EXTRATIVISTA MARINHA TRACUATEUA,Reserva Extrativista Marinha de Tracuateua
0000.00.0251,1.9248275862068966,1,1451,RESERVA EXTRATIVISTA MARINHA ARRAIAL DO CABO,Reserva Extrativista Marinha do Arraial do Cabo
0000.00.0252,1.459682977257064,0,1451,RESERVA EXTRATIVISTA CORUMBAU,Reserva Extrativista Marinha do Corumbau
0000.00.0253,0.8434482758620689,1,1451,RESERVA EXTRATIVISTA DE CANAVIEIRAS,Reserva Extrativista de Canavieiras
0000.00.0254,0.7675862068965518,1,1451,RESERVA EXTRATIVISTA MARINHA DE SOURE,Reserva Extrativista Marinha de Soure
0000.00.0255,3.4383184011026877,0,1451,RESERVA EXTRATIVISTA MARINHA PIRAJUBAÉ,Reserva Extrativista Marinha do Pirajubaé
