cod_cnuc,mean.eng,na_rows.eng,total_days.eng,mean.pt,na_rows.pt,total_days.pt,cat,esfera
0000.35.0798,5.789800137835975,0,1451,25.44038594073053,0,1451,Parque,Estadual
0000.35.0800,1.8604417670682731,1,997,1.3590627153687111,0,1451,Parque,Estadual
0000.35.0801,0.5623556581986143,1,867,3.396551724137931,1,1451,Parque,Estadual
0000.35.0808,0.5440658049353702,1,852,1.6505858028945555,0,1451,Estação Ecológica,Estadual
0000.35.0810,1.5809935205183585,0,926,8.16815988973122,0,1451,Parque,Estadual
0000.35.0816,1.5763598326359833,0,956,27.30186078566506,0,1451,Parque,Estadual
0000.35.0818,0.5551632833186231,2,1135,0.5372413793103449,1,1451,Estação Ecológica,Estadual
0000.35.0823,0.7886363636363637,0,880,1.0514820592823713,0,1282,Parque,Estadual
0000.35.0825,0.5230414746543779,0,868,0.8643803585346843,0,1283,Parque,Estadual
0000.35.0826,2.093039283252929,0,1451,21.627842866988285,0,1451,Parque,Estadual
0000.35.0831,0.765695067264574,0,892,8.042039972432805,0,1451,Parque,Estadual
0000.35.0833,0.9903743315508021,0,935,2.910406616126809,0,1451,Parque,Estadual
0000.35.0834,1.9807037457434733,0,881,4.427291523087526,0,1451,Parque,Estadual
0000.35.0836,1.4159113796576033,0,993,2.780840799448656,0,1451,Parque,Estadual
0000.35.0841,2.459830866807611,0,946,18.630599586492075,0,1451,Parque,Estadual
0000.35.0844,4.098591549295775,0,923,21.317022742935908,0,1451,Parque,Estadual
0000.35.0845,0.7947643979057591,0,955,4.280496209510682,0,1451,Parque,Estadual
0000.35.0853,1.3650963597430408,0,934,6.440385940730531,0,1451,Parque,Estadual
0000.35.0854,0.499001996007984,1,1003,1.1902136457615438,0,1451,Parque,Estadual
0000.35.0855,1.676923076923077,0,910,3.5630599586492075,0,1451,Parque,Estadual
0000.35.0856,1.812375249500998,0,1002,13.595451412818745,0,1451,Parque,Estadual
0000.35.0857,0.6835294117647058,0,850,1.1943487250172296,0,1451,Estação Ecológica,Estadual
0000.35.0862,1.3402061855670102,0,1067,15.21157822191592,0,1451,Estação Ecológica,Estadual
0000.35.0870,0.6589473684210526,0,950,1.6850447966919366,0,1451,Parque,Estadual
0000.35.1672,0.509822263797942,0,1069,0.8497587870434183,0,1451,Estação Ecológica,Estadual
0000.35.1675,0.8757961783439491,0,942,3.078721745908028,0,1283,Parque,Estadual
0000.35.1676,2.7680690399137,0,927,8.465885596140593,0,1451,Parque,Estadual
0000.35.1677,0.5201877934272301,0,1065,0.9438377535101404,0,1282,Parque,Estadual
0000.35.1678,0.9361022364217252,0,939,1.0031176929072487,0,1283,Parque,Estadual
0000.35.1679,0.43808630393996245,0,1066,0.7394695787831513,0,1282,Parque,Estadual
0000.35.1687,0.8908748824082785,0,1063,17.90405616224649,0,1282,Reserva de Desenvolvimento Sustentável,Estadual
0000.35.1716,0.6962162162162162,0,925,1.740868366643694,0,1451,Área de Proteção Ambiental,Estadual
0000.35.1964,1.7310734463276836,0,885,1.4453978159126366,0,1282,Parque,Estadual
0000.35.1968,3.9248793935217092,0,1451,43.71330117160579,0,1451,Monumento Natural,Estadual
0000.35.1969,0.5058448459086079,1,942,1.1279251170046802,0,1282,Parque,Estadual
0000.35.2559,2.3322510822510822,0,924,24.68986905582357,0,1451,Parque,Estadual
0000.35.2701,0.5469483568075117,0,852,1.1488628532046865,0,1451,Estação Ecológica,Estadual
0000.35.2839,0.4563106796116505,0,927,0.9021364576154376,0,1451,Parque,Estadual
0000.35.2867,0.647829083390765,0,1451,12.74500344589938,0,1451,Parque,Estadual
0000.35.2936,0.4857142857142857,1,1086,0.6071674707098552,0,1451,Estação Ecológica,Estadual
0000.41.0499,0.8111353711790393,0,916,2.5671950379048933,0,1451,Parque,Estadual
0000.41.0513,0.4976851851851852,1,865,1.005513439007581,0,1451,Parque,Estadual
0000.41.0514,0.6161515453639083,0,1003,1.1331034482758622,1,1451,Parque,Estadual
0000.41.0518,0.383634431455898,2,943,0.9765678842177808,0,1451,Parque,Estadual
0000.41.0529,3.163509471585244,0,1003,2.099931082012405,0,1451,Parque,Estadual
0000.41.0531,0.9840319361277445,2,1004,1.0323914541695383,0,1451,Parque,Estadual
0000.41.0532,0.6673728813559322,0,944,0.543762922122674,0,1451,Parque,Estadual
0000.41.0539,0.28600964851826327,0,1451,1.2046864231564438,0,1451,Reserva Biológica,Estadual
0000.41.0540,2.5222457627118646,0,944,13.629910406616126,0,1451,Parque,Estadual
0000.41.0541,0.5586061246040127,0,947,0.15161957270847692,0,1451,Parque,Estadual
0000.41.0549,1.068891280947255,0,929,9.367332873880082,0,1451,Parque,Estadual
0000.41.0550,2.5671950379048933,0,1451,59.69882839421089,0,1451,Parque,Estadual
0000.42.0780,0.615916955017301,0,867,1.9958649207443142,0,1451,Parque,Estadual
0000.42.0786,2.0687782805429866,0,1105,12.0434183321847,0,1451,Parque,Estadual
0000.42.0789,0.7421109902067464,0,919,1.2972413793103448,1,1451,Parque,Estadual
0000.42.0791,0.8822269807280514,0,934,2.0758097863542386,0,1451,Parque,Estadual
0000.42.1844,1.1829545454545454,1,881,3.283252929014473,0,1451,Parque,Estadual
0000.43.1018,1.7518401682439537,1,952,11.257064093728463,0,1451,Parque,Estadual
0000.43.1019,0.3864406779661017,0,885,1.2522398345968297,0,1451,Parque,Estadual
0000.43.1863,0.5969827586206896,0,928,1.8807718814610614,0,1451,Parque,Estadual
0000.43.1994,10.135964912280702,0,912,6.438318401102688,0,1451,Parque,Estadual
0000.43.2000,0.9310820124052378,0,1451,1.5751724137931034,1,1451,Parque,Estadual
0000.43.2004,0.445578231292517,0,882,1.317711922811854,0,1451,Parque,Estadual
0000.43.2005,0.6569264069264069,0,924,4.328049620951068,0,1451,Parque,Estadual
0000.43.2007,0.7312198483804273,0,1451,1.5472088215024122,0,1451,Reserva Biológica,Estadual
0000.43.2008,0.5427586206896552,1,1451,1.1026878015161958,0,1451,Reserva Biológica,Estadual
0000.43.2009,0.5662068965517242,1,1451,0.2772413793103448,1,1451,Reserva Biológica,Estadual
0000.43.3736,0.4050056882821388,1,880,1.1681598897312198,0,1451,Parque,Estadual
0000.50.0419,0.7009237875288684,1,867,0.9469331495520331,0,1451,Parque,Estadual
0000.50.0420,0.5052742616033755,2,950,2.029655172413793,1,1451,Parque,Estadual
0000.50.0421,1.1858695652173914,0,920,0.009648518263266712,0,1451,Parque,Estadual
0000.50.0422,0.7352625937834941,0,933,1.606896551724138,1,1451,Parque,Estadual
0000.50.1515,4.480816326530612,0,1225,0.02343211578221916,0,1451,Monumento Natural,Estadual
0000.51.0448,2.2774193548387096,0,930,2.77394900068918,0,1451,Parque,Estadual
0000.51.0462,0.6698382492863939,0,1051,2.346657477601654,0,1451,Parque,Estadual
0000.51.0464,0.6793066088840737,1,924,9.509303928325293,0,1451,Parque,Estadual
0000.51.0465,1.030389363722697,0,1053,1.4135079255685734,0,1451,Parque,Estadual
0000.51.0470,1.0951949229374434,1,1104,1.3783597518952446,0,1451,Parque,Estadual
0000.51.0472,0.6030368763557483,0,922,1.019986216402481,0,1451,Parque,Estadual
0000.51.0477,0.6006493506493507,0,924,0.5337931034482759,1,1451,Parque,Estadual
0000.51.1901,1.1787941787941787,0,962,3.33907649896623,0,1451,Parque,Estadual
0000.51.1902,0.47161572052401746,0,916,3.33907649896623,0,1451,Parque,Estadual
0000.51.1916,1.4653371320037987,0,1053,1.335630599586492,0,1451,Parque,Estadual
0000.52.0899,0.7652173913043478,1,921,2.1509303928325294,0,1451,Parque,Estadual
0000.52.1738,1.0858757062146893,1,886,6.72157133011716,0,1451,Parque,Estadual
0000.52.1739,2.861050328227571,1,915,7.241212956581668,0,1451,Parque,Estadual
0000.52.1740,1.868366643694004,0,1451,8.0289455547898,0,1451,Parque,Estadual
0000.52.1744,0.7354838709677419,0,930,1.1516195727084768,0,1451,Parque,Estadual
0000.52.1745,0.5528089887640449,1,891,3.305995864920744,0,1451,Parque,Estadual
0000.53.1634,0.88125,2,1122,14.306685044796692,0,1451,Estação Ecológica,Estadual
0455.33.1788,12.231980115990059,0,1207,5.681598897312199,0,1451,Área de Proteção Ambiental,Municipal
0455.33.1789,0.48831385642737896,0,1198,5.681598897312199,0,1451,Parque,Municipal
0520.32.2778,0.5814581458145814,0,1111,0.698828394210889,0,1451,Parque,Municipal
0530.32.2644,1.0126002290950744,0,873,5.419710544452102,0,1451,Parque,Municipal
0810.24.1851,3.426602343211578,0,1451,16.955203308063403,0,1451,Parque,Municipal
4730.35.2799,0.6436940041350793,0,1451,0.8373535492763611,0,1451,Reserva Biológica,Municipal
