codCnuc,nomeUC,duplicate,cat,esfera,idEnWikiData,enNameWiki,enWikiPage,idPtWikiData,ptNameWiki,ptWikiPage,lastVerification
0000.00.0001,ÁREA DE PROTEÇÃO AMBIENTAL ANHATOMIRIM,,Área de Proteção Ambiental,Federal,Q4764339,Anhatomirim Environmental Protection Area,https://en.wikipedia.org/wiki/Anhatomirim_Environmental_Protection_Area,Q4764339,Área de Proteção Ambiental de Anhatomirim,https://pt.wikipedia.org/wiki/%C3%81rea_de_Prote%C3%A7%C3%A3o_Ambiental_de_Anhatomirim,18011
0000.00.0002,ÁREA DE PROTEÇÃO AMBIENTAL CAVERNAS DO PERUAÇU,,Área de Proteção Ambiental,Federal,Q5055056,Cavernas do Peruaçu Environmental Protection Area,https://en.wikipedia.org/wiki/Cavernas_do_Perua%C3%A7u_Environmental_Protection_Area,Q5055056,Área de Proteção Ambiental Cavernas do Peruaçu,https://pt.wikipedia.org/wiki/%C3%81rea_de_Prote%C3%A7%C3%A3o_Ambiental_Cavernas_do_Perua%C3%A7u,18011
0000.00.0003,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO DESCOBERTO,,Área de Proteção Ambiental,Federal,,,,,,,18011
0000.00.0004,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO SÃO BARTOLOMEU,,Área de Proteção Ambiental,Federal,,,,Q20052631,Área de Proteção Ambiental Bacia do Cobre - São Bartolomeu,https://pt.wikipedia.org/wiki/%C3%81rea_de_Prote%C3%A7%C3%A3o_Ambiental_Bacia_do_Cobre_-_S%C3%A3o_Bartolomeu,18011
0000.00.0005,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO SÃO JOÃO - MICO LEÃO,,Área de Proteção Ambiental,Federal,,,,Q10395945,Área de Proteção Ambiental da Bacia do Rio São João - Mico Leão,https://pt.wikipedia.org/wiki/%C3%81rea_de_Prote%C3%A7%C3%A3o_Ambiental_da_Bacia_do_Rio_S%C3%A3o_Jo%C3%A3o_-_Mico_Le%C3%A3o,18011
0000.00.0006,ÁREA DE PROTEÇÃO AMBIENTAL DA BALEIA FRANCA,,Área de Proteção Ambiental,Federal,,,,Q16493397,Área de Proteção Ambiental da Baleia Franca,https://pt.wikipedia.org/wiki/%C3%81rea_de_Prote%C3%A7%C3%A3o_Ambiental_da_Baleia_Franca,18011
0000.00.0007,ÁREA DE PROTEÇÃO AMBIENTAL BARRA DO RIO MAMANGUAPE,,Área de Proteção Ambiental,Federal,Q4863146,Barra do Rio Mamanguape Environmental Protection Area,https://en.wikipedia.org/wiki/Barra_do_Rio_Mamanguape_Environmental_Protection_Area,Q4863146,Área de Proteção Ambiental da Barra do Rio Mamanguape,https://pt.wikipedia.org/wiki/%C3%81rea_de_Prote%C3%A7%C3%A3o_Ambiental_da_Barra_do_Rio_Mamanguape,18011
0000.00.0008,ÁREA DE PROTEÇÃO AMBIENTAL CHAPADA DO ARARIPE,,Área de Proteção Ambiental,Federal,,,,,,,18011
0000.00.0009,ÁREA DE PROTEÇÃO AMBIENTAL COSTA DOS CORAIS,,Área de Proteção Ambiental,Federal,,,,,,,18011
0000.00.0010,ÁREA DE PROTEÇÃO AMBIENTAL DE PETRÓPOLIS,,Área de Proteção Ambiental,Federal,Q7179247,Petrópolis Environmental Protection Area,https://en.wikipedia.org/wiki/Petr%C3%B3polis_Environmental_Protection_Area,Q7179247,Área de Proteção Ambiental de Petrópolis,https://pt.wikipedia.org/wiki/%C3%81rea_de_Prote%C3%A7%C3%A3o_Ambiental_de_Petr%C3%B3polis,18011
0000.00.0011,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA MANTIQUEIRA,,Área de Proteção Ambiental,Federal,Q7455210,Serra da Mantiqueira Environmental Protection Area,https://en.wikipedia.org/wiki/Serra_da_Mantiqueira_Environmental_Protection_Area,Q7455210,Área de Proteção Ambiental Serra da Mantiqueira,https://pt.wikipedia.org/wiki/%C3%81rea_de_Prote%C3%A7%C3%A3o_Ambiental_Serra_da_Mantiqueira,18011
0000.00.0012,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA TABATINGA,,Área de Proteção Ambiental,Federal,Q16866160,Serra de Tabatinga Environmental Protection Area,https://en.wikipedia.org/wiki/Serra_de_Tabatinga_Environmental_Protection_Area,,,,18011
0000.00.0013,ÁREA DE PROTEÇÃO AMBIENTAL DE CAIRUÇU,,Área de Proteção Ambiental,Federal,Q10395953,Cairuçu Environmental Protection Area,https://en.wikipedia.org/wiki/Cairu%C3%A7u_Environmental_Protection_Area,Q10395953,Área de Proteção Ambiental de Cairuçu,https://pt.wikipedia.org/wiki/%C3%81rea_de_Prote%C3%A7%C3%A3o_Ambiental_de_Cairu%C3%A7u,18011
0000.00.0014,ÁREA DE PROTEÇÃO AMBIENTAL DE CANANÉIA-IGUAPÉ-PERUÍBE,,Área de Proteção Ambiental,Federal,,,,Q10395956,Área de Proteção Ambiental de Cananéia-Iguapé-Peruíbe,https://pt.wikipedia.org/wiki/%C3%81rea_de_Prote%C3%A7%C3%A3o_Ambiental_de_Canan%C3%A9ia-Iguap%C3%A9-Peru%C3%ADbe,18011
0000.00.0015,ÁREA DE PROTEÇÃO AMBIENTAL DE FERNANDO DE NORONHA,,Área de Proteção Ambiental,Federal,Q25039883,Fernando de Noronha Marine National Park,https://en.wikipedia.org/wiki/Fernando_de_Noronha_Marine_National_Park,,,,18011
0000.00.0016,ÁREA DE PROTEÇÃO AMBIENTAL DE GUAPI-MIRIM,,Área de Proteção Ambiental,Federal,,,,Q10395957,Área de Proteção Ambiental de Guapi-Mirim,https://pt.wikipedia.org/wiki/%C3%81rea_de_Prote%C3%A7%C3%A3o_Ambiental_de_Guapi-Mirim,18011
0000.00.0017,ÁREA DE PROTEÇÃO AMBIENTAL DE GUARAQUEÇABA,,Área de Proteção Ambiental,Federal,Q5613950,Guaraqueçaba Environmental Protection Area,https://en.wikipedia.org/wiki/Guaraque%C3%A7aba_Environmental_Protection_Area,Q5613950,Área de Proteção Ambiental de Guaraqueçaba,https://pt.wikipedia.org/wiki/%C3%81rea_de_Prote%C3%A7%C3%A3o_Ambiental_de_Guaraque%C3%A7aba,18011
0000.00.0018,ÁREA DE PROTEÇÃO AMBIENTAL DE PIAÇABUÇU,,Área de Proteção Ambiental,Federal,Q7190422,Piaçabuçu Environmental Protection Area,https://en.wikipedia.org/wiki/Pia%C3%A7abu%C3%A7u_Environmental_Protection_Area,,,,18011
0000.00.0019,ÁREA DE PROTEÇÃO AMBIENTAL DELTA DO PARNAIBA,,Área de Proteção Ambiental,Federal,Q30326562,Delta do Parnaíba Environmental Protection Area,https://en.wikipedia.org/wiki/Delta_do_Parna%C3%ADba_Environmental_Protection_Area,Q61002652,Área de Proteção Ambiental Delta do Parnaíba,https://pt.wikipedia.org/wiki/%C3%81rea_de_Prote%C3%A7%C3%A3o_Ambiental_Delta_do_Parna%C3%ADba,18011
0000.00.0020,ÁREA DE PROTEÇÃO AMBIENTAL CARSTE DA LAGOA SANTA,,Área de Proteção Ambiental,Federal,,,,Q5046985,Área de Proteção Ambiental Carste de Lagoa Santa,https://pt.wikipedia.org/wiki/%C3%81rea_de_Prote%C3%A7%C3%A3o_Ambiental_Carste_de_Lagoa_Santa,18011
0000.00.0021,ÁREA DE PROTEÇÃO AMBIENTAL IBIRAPUITÃ,,Área de Proteção Ambiental,Federal,Q5984075,Ibirapuitã Environmental Protection Area,https://en.wikipedia.org/wiki/Ibirapuit%C3%A3_Environmental_Protection_Area,Q5984075,Área de Proteção Ambiental do Ibirapuitã,https://pt.wikipedia.org/wiki/%C3%81rea_de_Prote%C3%A7%C3%A3o_Ambiental_do_Ibirapuit%C3%A3,18011
0000.00.0022,ÁREA DE PROTEÇÃO AMBIENTAL DO IGARAPÉ GELADO,,Área de Proteção Ambiental,Federal,Q5991490,Igarapé Gelado Environmental Protection Area,https://en.wikipedia.org/wiki/Igarap%C3%A9_Gelado_Environmental_Protection_Area,,,,18011
0000.00.0023,ÁREA DE PROTEÇÃO AMBIENTAL DO PLANALTO CENTRAL,,Área de Proteção Ambiental,Federal,,,,Q25418867,Área de Proteção Ambiental do Planalto Central,https://pt.wikipedia.org/wiki/%C3%81rea_de_Prote%C3%A7%C3%A3o_Ambiental_do_Planalto_Central,18011
0000.00.0024,ÁREA DE PROTEÇÃO AMBIENTAL MEANDROS DO ARAGUAIA,,Área de Proteção Ambiental,Federal,,,,,,,18011
0000.00.0025,ÁREA DE PROTEÇÃO AMBIENTAL ILHAS E VÁRZEAS DO RIO PARANÁ,,Área de Proteção Ambiental,Federal,,,,Q10395936,Área de Proteção Ambiental Ilhas e Várzeas do Rio Paraná,https://pt.wikipedia.org/wiki/%C3%81rea_de_Prote%C3%A7%C3%A3o_Ambiental_Ilhas_e_V%C3%A1rzeas_do_Rio_Paran%C3%A1,18011
0000.00.0027,ÁREA DE PROTEÇÃO AMBIENTAL MORRO DA PEDREIRA,,Área de Proteção Ambiental,Federal,Q16866117,Morro da Pedreira Environmental Protection Area,https://en.wikipedia.org/wiki/Morro_da_Pedreira_Environmental_Protection_Area,Q16866117,Área de Proteção Ambiental Morro da Pedreira,https://pt.wikipedia.org/wiki/%C3%81rea_de_Prote%C3%A7%C3%A3o_Ambiental_Morro_da_Pedreira,18011
0000.00.0028,ÁREA DE PROTEÇÃO AMBIENTAL DAS NASCENTES DO RIO VERMELHO,,Área de Proteção Ambiental,Federal,,,,,,,18011
0000.00.0029,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA IBIAPABA,,Área de Proteção Ambiental,Federal,Q30326564,Serra da Ibiapaba Environmental Protection Area,https://en.wikipedia.org/wiki/Serra_da_Ibiapaba_Environmental_Protection_Area,,,,18011
0000.00.0030,ÁREA DE RELEVANTE INTERESSE ECOLÓGICA VASSUNUNGA,,Área de Relevante Interesse Ecológico,Federal,,,,,,,18011
0000.00.0031,ÁREA DE RELEVANTE INTERESSE ECOLÓGICA CAPETINGA/TAQUARA,,Área de Relevante Interesse Ecológico,Federal,,,,,,,NA
0000.00.0032,ÁREA DE RELEVANTE INTERESSE ECOLÓGICA PÉ-DE-GIGANTE,,Área de Relevante Interesse Ecológico,Federal,,,,,,,18011
0000.00.0033,NA,,NA,NA,,,,,,,18011
0000.00.0034,MONUMENTO NATURAL DAS ILHAS CAGARRAS,,Monumento Natural,Federal,,,,Q652659,Ilhas Cagarras,https://pt.wikipedia.org/wiki/Ilhas_Cagarras,18011
0000.00.0035,ÁREA DE RELEVANTE INTERESSE ECOLÓGICA FLORESTA DA CICUTA,,Área de Relevante Interesse Ecológico,Federal,,,,,,,18011
0000.00.0036,ÁREA DE RELEVANTE INTERESSE ECOLÓGICA ILHA AMEIXAL,,Área de Relevante Interesse Ecológico,Federal,Q10395969,Ilha do Ameixal Area of Relevant Ecological Interest,https://en.wikipedia.org/wiki/Ilha_do_Ameixal_Area_of_Relevant_Ecological_Interest,,,,18011
0000.00.0037,ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ILHAS QUEIMADA GRANDE E QUEIMADA PEQUENA,,Área de Relevante Interesse Ecológico,Federal,Q27891792,Ilhas Queimada Pequena e Queimada Grande Area of Relevant Ecological Interest,https://en.wikipedia.org/wiki/Ilhas_Queimada_Pequena_e_Queimada_Grande_Area_of_Relevant_Ecological_Interest,Q181544,Área de Relevante Interesse Ecológico Ilhas Queimada Grande e Queimada Pequena,https://pt.wikipedia.org/wiki/%C3%81rea_de_Relevante_Interesse_Ecol%C3%B3gico_Ilhas_Queimada_Grande_e_Queimada_Pequena,18011
0000.00.0038,ÁREA DE RELEVANTE INTERESSE ECOLÓGICA JAVARI BURITI,,Área de Relevante Interesse Ecológico,Federal,Q10395971,Javari-Buriti Area of Relevant Ecological Interest,https://en.wikipedia.org/wiki/Javari-Buriti_Area_of_Relevant_Ecological_Interest,Q10395971,Área de Relevante Interesse Ecológico Javari Buriti,https://pt.wikipedia.org/wiki/%C3%81rea_de_Relevante_Interesse_Ecol%C3%B3gico_Javari_Buriti,18011
0000.00.0039,ÁREA DE RELEVANTE INTERESSE ECOLÓGICA MANGUEZAIS DA FOZ DO RIO MAMANGUAPE,,Área de Relevante Interesse Ecológico,Federal,,,,Q16493405,Área de Relevante Interesse Ecológico Manguezais da Foz do Rio Mamanguape,https://pt.wikipedia.org/wiki/%C3%81rea_de_Relevante_Interesse_Ecol%C3%B3gico_Manguezais_da_Foz_do_Rio_Mamanguape,18011
0000.00.0040,ÁREA DE RELEVANTE INTERESSE ECOLÓGICA MATA DE SANTA GENEBRA,,Área de Relevante Interesse Ecológico,Federal,,,,Q10395970,Mata de Santa Genebra,https://pt.wikipedia.org/wiki/Mata_de_Santa_Genebra,18011
0000.00.0041,ÁREA DE RELEVANTE INTERESSE ECOLÓGICA MATÃO DE COSMÓPOLIS,,Área de Relevante Interesse Ecológico,Federal,,,,Q10395973,Área de Relevante Interesse Ecológico Matão de Cosmópolis,https://pt.wikipedia.org/wiki/%C3%81rea_de_Relevante_Interesse_Ecol%C3%B3gico_Mat%C3%A3o_de_Cosm%C3%B3polis,18011
0000.00.0042,NA,,NA,NA,,,,,,,18011
0000.00.0043,ÁREA DE RELEVANTE INTERESSE ECOLÓGICA PROJETO DINÂMICA BIOLÓGICA DE FRAGMENTOS FLORESTAIS,,Área de Relevante Interesse Ecológico,Federal,Q10395975,Biological Dynamics of Forest Fragments Project Area of Relevant Ecological Interest,https://en.wikipedia.org/wiki/Biological_Dynamics_of_Forest_Fragments_Project_Area_of_Relevant_Ecological_Interest,Q10395975,Área de Relevante Interesse Ecológico Projeto Dinâmica Biológica de Fragmentos Florestais,https://pt.wikipedia.org/wiki/%C3%81rea_de_Relevante_Interesse_Ecol%C3%B3gico_Projeto_Din%C3%A2mica_Biol%C3%B3gica_de_Fragmentos_Florestais,18011
0000.00.0044,ÁREA DE RELEVANTE INTERESSE ECOLÓGICA SERINGAL NOVA ESPERANÇA,,Área de Relevante Interesse Ecológico,Federal,,,,,,,18011
0000.00.0045,ÁREA DE RELEVANTE INTERESSE ECOLÓGICA SERRA DA ABELHA,,Área de Relevante Interesse Ecológico,Federal,,,,,,,18011
0000.00.0046,NA,,NA,NA,,,,,,,18011
0000.00.0047,ESTAÇÃO ECOLÓGICA DA TERRA DO MEIO,,Estação Ecológica,Federal,Q22074176,Terra do Meio Ecological Station,https://en.wikipedia.org/wiki/Terra_do_Meio_Ecological_Station,,,,18011
0000.00.0048,ESTAÇÃO ECOLÓGICA DE AIUABA,,Estação Ecológica,Federal,Q24958681,Aiuaba Ecological Station,https://en.wikipedia.org/wiki/Aiuaba_Ecological_Station,,,,18011
0000.00.0049,PARQUE NACIONAL DE ANAVILHANAS,,Parque,Federal,Q22074166,Anavilhanas National Park,https://en.wikipedia.org/wiki/Anavilhanas_National_Park,Q392877,Parque Nacional de Anavilhanas,https://pt.wikipedia.org/wiki/Parque_Nacional_de_Anavilhanas,18011
0000.00.0050,ESTAÇÃO ECOLÓGICA DE ARACURI-ESMERALDA,,Estação Ecológica,Federal,Q10275704,Aracuri-Esmeralda Ecological Station,https://en.wikipedia.org/wiki/Aracuri-Esmeralda_Ecological_Station,Q10275704,Estação Ecológica de Aracuri-Esmeralda,https://pt.wikipedia.org/wiki/Esta%C3%A7%C3%A3o_Ecol%C3%B3gica_de_Aracuri-Esmeralda,18011
0000.00.0051,NA,,NA,NA,,,,,,,18011
0000.00.0052,ESTAÇÃO ECOLÓGICA DE CARIJÓS,,Estação Ecológica,Federal,Q5039555,Carijós Ecological Station,https://en.wikipedia.org/wiki/Carij%C3%B3s_Ecological_Station,Q5039555,Estação Ecológica de Carijós,https://pt.wikipedia.org/wiki/Esta%C3%A7%C3%A3o_Ecol%C3%B3gica_de_Carij%C3%B3s,18011
0000.00.0053,ESTAÇÃO ECOLÓGICA DE CUNIÃ,,Estação Ecológica,Federal,Q10275707,Cuniã Ecological Station,https://en.wikipedia.org/wiki/Cuni%C3%A3_Ecological_Station,Q10275707,Estação Ecológica de Cuniã,https://pt.wikipedia.org/wiki/Esta%C3%A7%C3%A3o_Ecol%C3%B3gica_de_Cuni%C3%A3,18011
0000.00.0054,ESTAÇÃO ECOLÓGICA DE GUARAQUEÇABA,,Estação Ecológica,Federal,Q5613948,Guaraqueçaba Ecological Station,https://en.wikipedia.org/wiki/Guaraque%C3%A7aba_Ecological_Station,Q5613948,Estação Ecológica de Guaraqueçaba,https://pt.wikipedia.org/wiki/Esta%C3%A7%C3%A3o_Ecol%C3%B3gica_de_Guaraque%C3%A7aba,18011
0000.00.0055,ESTAÇÃO ECOLÓGICA DE IQUÊ,,Estação Ecológica,Federal,Q16862836,Iquê Ecological Station,https://en.wikipedia.org/wiki/Iqu%C3%AA_Ecological_Station,,,,18011
0000.00.0056,ESTAÇÃO ECOLÓGICA DE JUTAÍ-SOLIMÕES,,Estação Ecológica,Federal,,,,Q6318686,Estação Ecológica de Jutaí-Solimões,https://pt.wikipedia.org/wiki/Esta%C3%A7%C3%A3o_Ecol%C3%B3gica_de_Juta%C3%AD-Solim%C3%B5es,18011
0000.00.0057,ESTAÇÃO ECOLÓGICA DE MARACÁ,,Estação Ecológica,Federal,Q22074175,Maracá Ecological Station,https://en.wikipedia.org/wiki/Marac%C3%A1_Ecological_Station,,,,18011
0000.00.0058,ESTAÇÃO ECOLÓGICA DE MARACÁ JIPIOCA,,Estação Ecológica,Federal,Q16866115,Maracá-Jipioca Ecological Station,https://en.wikipedia.org/wiki/Marac%C3%A1-Jipioca_Ecological_Station,Q16866115,Estação ecológica de Maracá-Jipioca,https://pt.wikipedia.org/wiki/Esta%C3%A7%C3%A3o_ecol%C3%B3gica_de_Marac%C3%A1-Jipioca,18011
0000.00.0059,ESTAÇÃO ECOLÓGICA DE MURICI,,Estação Ecológica,Federal,Q10275711,Murici Ecological Station,https://en.wikipedia.org/wiki/Murici_Ecological_Station,Q10275711,Estação Ecológica de Murici,https://pt.wikipedia.org/wiki/Esta%C3%A7%C3%A3o_Ecol%C3%B3gica_de_Murici,18011
0000.00.0060,ESTAÇÃO ECOLÓGICA DE NIQUIÁ,,Estação Ecológica,Federal,Q7039809,Niquiá Ecological Station,https://en.wikipedia.org/wiki/Niqui%C3%A1_Ecological_Station,,,,18011
0000.00.0061,ESTAÇÃO ECOLÓGICA DE PIRAPITINGA,,Estação Ecológica,Federal,Q7197760,Pirapitinga Ecological Station,https://en.wikipedia.org/wiki/Pirapitinga_Ecological_Station,,,,18011
0000.00.0062,ESTAÇÃO ECOLÓGICA DE TAIAMÃ,,Estação Ecológica,Federal,Q7675867,Taiamã Ecological Station,https://en.wikipedia.org/wiki/Taiam%C3%A3_Ecological_Station,Q7675867,Estação Ecológica de Taiamã,https://pt.wikipedia.org/wiki/Esta%C3%A7%C3%A3o_Ecol%C3%B3gica_de_Taiam%C3%A3,18011
0000.00.0063,ESTAÇÃO ECOLÓGICA DE TAMOIOS,,Estação Ecológica,Federal,Q7681633,Tamoios Ecological Station,https://en.wikipedia.org/wiki/Tamoios_Ecological_Station,Q7681633,Estação Ecológica de Tamoios,https://pt.wikipedia.org/wiki/Esta%C3%A7%C3%A3o_Ecol%C3%B3gica_de_Tamoios,18011
0000.00.0064,ESTAÇÃO ECOLÓGICA TUPINAMBÁS,,Estação Ecológica,Federal,Q7853543,Tupinambás Ecological Station,https://en.wikipedia.org/wiki/Tupinamb%C3%A1s_Ecological_Station,Q7853543,Estação Ecológica Tupinambás,https://pt.wikipedia.org/wiki/Esta%C3%A7%C3%A3o_Ecol%C3%B3gica_Tupinamb%C3%A1s,18011
0000.00.0065,ESTAÇÃO ECOLÓGICA DE URUÇUÍ-UNA,,Estação Ecológica,Federal,Q7901575,Uruçui-Una Ecological Station,https://en.wikipedia.org/wiki/Uru%C3%A7ui-Una_Ecological_Station,,,,18011
0000.00.0066,ESTAÇÃO ECOLÓGICA DO CASTANHÃO,,Estação Ecológica,Federal,Q30326577,Castanhão Ecological Station,https://en.wikipedia.org/wiki/Castanh%C3%A3o_Ecological_Station,,,,18011
0000.00.0067,ESTAÇÃO ECOLÓGICA DO JARI,,Estação Ecológica,Federal,Q6160189,Jari Ecological Station,https://en.wikipedia.org/wiki/Jari_Ecological_Station,Q6160189,Estação Ecológica do Jari,https://pt.wikipedia.org/wiki/Esta%C3%A7%C3%A3o_Ecol%C3%B3gica_do_Jari,18011
0000.00.0068,ESTAÇÃO ECOLÓGICA RIO ACRE,,Estação Ecológica,Federal,Q7335142,Rio Acre Ecological Station,https://en.wikipedia.org/wiki/Rio_Acre_Ecological_Station,Q7335142,Estação Ecológica Rio Acre,https://pt.wikipedia.org/wiki/Esta%C3%A7%C3%A3o_Ecol%C3%B3gica_Rio_Acre,18011
0000.00.0069,ESTAÇÃO ECOLÓGICA DO SERIDÓ,,Estação Ecológica,Federal,Q7454763,Seridó Ecological Station,https://en.wikipedia.org/wiki/Serid%C3%B3_Ecological_Station,,,,18011
0000.00.0070,ESTAÇÃO ECOLÓGICA DO TAIM,,Estação Ecológica,Federal,Q956641,Taim Ecological Station,https://en.wikipedia.org/wiki/Taim_Ecological_Station,,,,18011
0000.00.0071,ESTAÇÃO ECOLÓGICA DOS TUPINIQUINS,,Estação Ecológica,Federal,Q7853550,Tupiniquins Ecological Station,https://en.wikipedia.org/wiki/Tupiniquins_Ecological_Station,Q7853550,Estação Ecológica dos Tupiniquins,https://pt.wikipedia.org/wiki/Esta%C3%A7%C3%A3o_Ecol%C3%B3gica_dos_Tupiniquins,18011
0000.00.0072,ESTAÇÃO ECOLÓGICA JUAMI-JAPURÁ,,Estação Ecológica,Federal,Q6298731,Juami-Japurá Ecological Station,https://en.wikipedia.org/wiki/Juami-Japur%C3%A1_Ecological_Station,Q6298731,Estação Ecológica Juami-Japurá,https://pt.wikipedia.org/wiki/Esta%C3%A7%C3%A3o_Ecol%C3%B3gica_Juami-Japur%C3%A1,18011
0000.00.0073,ESTAÇÃO ECOLÓGICA MICO LEÃO PRETO,,Estação Ecológica,Federal,Q10275698,Mico Leão Preto Ecological Station,https://en.wikipedia.org/wiki/Mico_Le%C3%A3o_Preto_Ecological_Station,Q10275698,Estação Ecológica Mico-Leão-Preto,https://pt.wikipedia.org/wiki/Esta%C3%A7%C3%A3o_Ecol%C3%B3gica_Mico-Le%C3%A3o-Preto,18011
0000.00.0074,ESTAÇÃO ECOLÓGICA RASO DA CATARINA,,Estação Ecológica,Federal,,,,Q3083835,Estação Ecológica Raso da Catarina,https://pt.wikipedia.org/wiki/Esta%C3%A7%C3%A3o_Ecol%C3%B3gica_Raso_da_Catarina,18011
0000.00.0075,ESTAÇÃO ECOLÓGICA DA SERRA DAS ARARAS,,Estação Ecológica,Federal,Q10275703,Serra das Araras Ecological Station,https://en.wikipedia.org/wiki/Serra_das_Araras_Ecological_Station,Q10275703,Estação Ecológica da Serra das Araras,https://pt.wikipedia.org/wiki/Esta%C3%A7%C3%A3o_Ecol%C3%B3gica_da_Serra_das_Araras,18011
0000.00.0076,ESTACAO ECOLOGICA SERRA GERAL DO TOCANTINS,,Estação Ecológica,Federal,Q10275700,Serra Geral do Tocantins Ecological Station,https://en.wikipedia.org/wiki/Serra_Geral_do_Tocantins_Ecological_Station,Q10275700,Estação Ecológica Serra Geral do Tocantins,https://pt.wikipedia.org/wiki/Esta%C3%A7%C3%A3o_Ecol%C3%B3gica_Serra_Geral_do_Tocantins,18011
0000.00.0077,FLORESTA NACIONAL DE ASSUNGUI,,Floresta,Federal,,,,,,,18011
0000.00.0078,FLORESTA NACIONAL DE CAÇADOR,,Floresta,Federal,,,,Q10282868,Floresta Nacional de Caçador,https://pt.wikipedia.org/wiki/Floresta_Nacional_de_Ca%C3%A7ador,18011
0000.00.0079,FLORESTA NACIONAL DE CAPÃO BONITO,,Floresta,Federal,,,,Q10282865,Floresta Nacional de Capão Bonito,https://pt.wikipedia.org/wiki/Floresta_Nacional_de_Cap%C3%A3o_Bonito,18011
0000.00.0080,FLORESTA NACIONAL DE CHAPECÓ,,Floresta,Federal,,,,Q10282855,Floresta Nacional Chapecó,https://pt.wikipedia.org/wiki/Floresta_Nacional_Chapec%C3%B3,18011
0000.00.0081,FLORESTA NACIONAL DE CONTENDAS DO SINCORÁ,,Floresta,Federal,,,,,,,18011
0000.00.0082,FLORESTA NACIONAL DE AÇU,,Floresta,Federal,Q25067958,Açu National Forest,https://en.wikipedia.org/wiki/A%C3%A7u_National_Forest,,,,18011
0000.00.0083,FLORESTA NACIONAL ALTAMIRA,,Floresta,Federal,Q25248159,Altamira National Forest,https://en.wikipedia.org/wiki/Altamira_National_Forest,,,,18011
0000.00.0084,FLORESTA NACIONAL DE ANAUÁ,,Floresta,Federal,,,,,,,18011
0000.00.0085,FLORESTA NACIONAL DE BALATA-TUFARI,,Floresta,Federal,Q24960037,Balata-Tufari National Forest,https://en.wikipedia.org/wiki/Balata-Tufari_National_Forest,Q10282863,Floresta Nacional de Balata-Tufari,https://pt.wikipedia.org/wiki/Floresta_Nacional_de_Balata-Tufari,18011
0000.00.0086,FLORESTA NACIONAL DE BRASÍLIA,,Floresta,Federal,,,,,,,18011
0000.00.0087,FLORESTA NACIONAL DE CANELA,,Floresta,Federal,,,,Q10282864,Floresta Nacional de Canela,https://pt.wikipedia.org/wiki/Floresta_Nacional_de_Canela,18011
0000.00.0088,FLORESTA NACIONAL DE CARAJÁS,,Floresta,Federal,Q24263073,Carajás National Forest,https://en.wikipedia.org/wiki/Caraj%C3%A1s_National_Forest,Q24263073,Floresta Nacional de Carajás,https://pt.wikipedia.org/wiki/Floresta_Nacional_de_Caraj%C3%A1s,18011
0000.00.0089,FLORESTA NACIONAL DE CAXIUANÃ,,Floresta,Federal,Q10282867,Caxiuanã National Forest,https://en.wikipedia.org/wiki/Caxiuan%C3%A3_National_Forest,Q10282867,Floresta Nacional de Caxiuanã,https://pt.wikipedia.org/wiki/Floresta_Nacional_de_Caxiuan%C3%A3,18011
0000.00.0090,FLORESTA NACIONAL DE CRISTÓPOLIS,,Floresta,Federal,,,,,,,18011
0000.00.0091,FLORESTA NACIONAL DE GOYTACAZES,,Floresta,Federal,Q10282869,Goytacazes National Forest,https://en.wikipedia.org/wiki/Goytacazes_National_Forest,Q10282869,Floresta Nacional de Goytacazes,https://pt.wikipedia.org/wiki/Floresta_Nacional_de_Goytacazes,18011
0000.00.0092,FLORESTA NACIONAL DE HUMAITÁ,,Floresta,Federal,,,,Q10282870,Floresta Nacional de Humaitá,https://pt.wikipedia.org/wiki/Floresta_Nacional_de_Humait%C3%A1,18011
0000.00.0093,FLORESTA NACIONAL DE IBIRAMA,,Floresta,Federal,,,,Q10282871,Floresta Nacional de Ibirama,https://pt.wikipedia.org/wiki/Floresta_Nacional_de_Ibirama,18011
0000.00.0094,FLORESTA NACIONAL DE IPANEMA,,Floresta,Federal,,,,Q10282872,Floresta Nacional de Ipanema,https://pt.wikipedia.org/wiki/Floresta_Nacional_de_Ipanema,18011
0000.00.0095,FLORESTA NACIONAL DE ITAITUBA I,,Floresta,Federal,Q25067694,Itaituba I National Forest,https://en.wikipedia.org/wiki/Itaituba_I_National_Forest,,,,18011
0000.00.0096,FLORESTA NACIONAL DE ITAITUBA II,,Floresta,Federal,Q25067691,Itaituba II National Forest,https://en.wikipedia.org/wiki/Itaituba_II_National_Forest,,,,18011
0000.00.0097,FLORESTA NACIONAL DE JACUNDÁ,,Floresta,Federal,Q10282873,Jacundá National Forest,https://en.wikipedia.org/wiki/Jacund%C3%A1_National_Forest,Q10282873,Floresta Nacional de Jacundá,https://pt.wikipedia.org/wiki/Floresta_Nacional_de_Jacund%C3%A1,18011
