cod_cnuc,mean.eng,na_rows.eng,total_days.eng,mean.pt,na_rows.pt,total_days.pt,cat,esfera
0000.00.0088,3.7099447513812156,0,1086,7.120422535211268,0,1420,Floresta,Federal
0000.00.0089,1.7971830985915493,0,1420,3.1908450704225353,0,1420,Floresta,Federal
0000.00.0091,0.5686900958466453,1,940,1.1915492957746479,0,1420,Floresta,Federal
0000.00.0092,1.0748613678373382,0,1082,0.4154929577464789,0,1420,Floresta,Federal
0000.00.0097,0.6872727272727273,0,1100,0.4880281690140845,0,1420,Floresta,Federal
0000.00.0098,0.5848074921956296,0,961,1.271830985915493,0,1420,Floresta,Federal
0000.00.0101,0.5112299465240642,1,936,0.7394366197183099,1,1421,Floresta,Federal
0000.00.0104,0.8628081457663451,1,934,0.6401408450704226,1,1421,Floresta,Federal
0000.00.0105,0.5127737226277372,0,1096,0.8816901408450705,0,1420,Floresta,Federal
0000.00.0107,1.4088345864661653,0,1064,0.31148696264975334,2,1421,Floresta,Federal
0000.00.0108,0.5051740357478833,1,1064,0.27515833919774807,0,1421,Floresta,Federal
0000.00.0112,1.3230932203389831,0,944,0.4679351656095842,1,1420,Floresta,Federal
0000.00.0113,0.763584366062917,0,1049,1.6971830985915493,0,1420,Floresta,Federal
0000.00.0116,0.8615879828326181,1,933,1.2922535211267605,0,1420,Floresta,Federal
0000.00.0120,0.5201877934272301,1,1066,0.3579985905567301,1,1420,Floresta,Federal
0000.00.0121,0.8791878172588833,0,985,0.223943661971831,0,1420,Floresta,Federal
0000.00.0122,0.7004566210045662,0,1095,2.123943661971831,0,1420,Floresta,Federal
0000.00.0123,1.7140845070422535,0,1420,1.8773784355179703,1,1420,Floresta,Federal
0000.00.0124,0.9686635944700461,1,1086,1.2469135802469136,0,405,Floresta,Federal
0000.00.0126,0.4806910569105691,1,985,0.2295774647887324,1,1421,Floresta,Federal
0000.00.0129,0.6504149377593361,0,964,2.258450704225352,0,1420,Floresta,Federal
0000.00.0132,0.7135614702154626,1,790,2.6119718309859157,0,1420,Floresta,Federal
0000.00.0133,0.6467439785905441,0,1121,1.6880281690140846,0,1420,Floresta,Federal
0000.00.0134,0.3244228432563791,0,823,3.111267605633803,0,1420,Floresta,Federal
0000.00.0135,3.8140845070422533,0,1420,18.444366197183097,0,1420,Parque,Federal
0000.00.0136,11.914788732394365,0,1420,11.735211267605633,0,1420,Parque,Federal
0000.00.0137,58.14225352112676,0,1420,331.064039408867,0,1421,Parque,Federal
0000.00.0138,10.29718309859155,0,1420,53.86267605633803,0,1420,Parque,Federal
0000.00.0139,30.840845070422535,0,1420,121.02112676056338,0,1420,Parque,Federal
0000.00.0140,2.780281690140845,0,1420,15.467605633802817,0,1420,Parque,Federal
0000.00.0141,3.302112676056338,0,1420,14.008450704225352,0,1420,Parque,Federal
0000.00.0142,6.809154929577465,0,1420,46.894366197183096,0,1420,Parque,Federal
0000.00.0143,3.6795774647887325,0,1420,19.856338028169013,0,1420,Parque,Federal
0000.00.0144,9.596478873239437,0,1420,120.16549295774648,0,1420,Parque,Federal
0000.00.0145,31.135915492957746,0,1420,375.987323943662,0,1420,Parque,Federal
0000.00.0146,2.4488847583643123,0,1076,16.96619718309859,0,1420,Parque,Federal
0000.00.0147,3.3140845070422533,0,1420,8.085915492957746,0,1420,Parque,Federal
0000.00.0148,6.909154929577465,0,1420,10.250704225352113,0,1420,Parque,Federal
0000.00.0149,5.35,0,1420,12.882394366197182,0,1420,Parque,Federal
0000.00.0150,4.330281690140845,0,1420,10.451408450704225,0,1420,Parque,Federal
0000.00.0151,1.6126760563380282,0,1420,2.0944326990838618,1,1420,Parque,Federal
0000.00.0152,21.73098591549296,0,1420,48.542957746478876,0,1420,Parque,Federal
0000.00.0153,4.825352112676057,0,1420,16.866197183098592,0,1420,Parque,Federal
0000.00.0154,73.07042253521126,0,1420,54.348346235045746,0,1421,Parque,Federal
0000.00.0155,11.15774647887324,0,1420,33.111971830985915,0,1420,Parque,Federal
0000.00.0156,3.2204225352112674,0,1420,11.914084507042254,0,1420,Parque,Federal
0000.00.0157,1.8316901408450703,0,1420,8.704225352112676,0,1420,Parque,Federal
0000.00.0158,8.788732394366198,0,1420,35.1943661971831,0,1420,Parque,Federal
0000.00.0159,5.91056338028169,0,1420,24.674647887323943,0,1420,Parque,Federal
0000.00.0160,5.418309859154929,0,1420,46.11267605633803,0,1420,Parque,Federal
0000.00.0161,3.0605633802816903,0,1420,13.62112676056338,0,1420,Parque,Federal
0000.00.0162,13.885915492957746,0,1420,17.43380281690141,0,1420,Parque,Federal
0000.00.0163,2.8725352112676057,0,1420,12.608450704225351,0,1420,Parque,Federal
0000.00.0164,1.4933051444679353,1,1420,7.019014084507043,0,1420,Parque,Federal
0000.00.0165,2.6070422535211266,0,1420,9.423239436619719,0,1420,Parque,Federal
0000.00.0166,4.970422535211267,0,1420,31.70774647887324,0,1420,Parque,Federal
0000.00.0167,2.8105633802816903,0,1420,14.24507042253521,0,1420,Parque,Federal
0000.00.0168,5.863380281690141,0,1420,7.535211267605634,0,1420,Parque,Federal
0000.00.0169,3.732394366197183,0,1420,6.872535211267605,0,1420,Parque,Federal
0000.00.0170,2.445774647887324,0,1420,63.962676056338026,0,1420,Parque,Federal
0000.00.0171,1.6787372330547818,0,1077,4.97887323943662,0,1420,Parque,Federal
0000.00.0172,36.81830985915493,0,1420,77.81562280084448,0,1421,Parque,Federal
0000.00.0173,13.32394366197183,0,1420,17.330985915492956,0,1420,Parque,Federal
0000.00.0174,8.404452690166975,0,1078,11.864084507042254,0,1420,Parque,Federal
0000.00.0175,8.735915492957746,0,1420,29.857042253521126,0,1420,Parque,Federal
0000.00.0176,2.095774647887324,0,1420,2.1902173913043477,0,1288,Parque,Federal
0000.00.0177,6.824647887323944,0,1420,26.223239436619718,0,1420,Parque,Federal
0000.00.0178,1.809725158562368,1,1420,12.028873239436619,0,1420,Parque,Federal
0000.00.0179,1.5401408450704226,0,1420,1.6218944099378882,0,1288,Parque,Federal
0000.00.0180,262.04788732394366,0,1420,113.97112676056338,0,1420,Parque,Federal
0000.00.0181,0.3732394366197183,0,1420,3.414788732394366,0,1420,Monumento Natural,Federal
0000.00.0182,2.1636690647482015,0,1112,12.08169014084507,0,1420,Parque,Federal
0000.00.0183,4.83943661971831,0,1420,10.379577464788733,0,1420,Parque,Federal
0000.00.0184,10.723239436619718,0,1420,25.195774647887323,0,1420,Parque,Federal
0000.00.0185,9.237323943661972,0,1420,11.77605633802817,0,1420,Parque,Federal
0000.00.0186,2.742957746478873,0,1420,703.4912033779029,0,1421,Parque,Federal
0000.00.0187,6.699295774647887,0,1420,25.066901408450704,0,1420,Parque,Federal
0000.00.0188,1.2204225352112676,0,1420,1.628169014084507,0,1420,Parque,Federal
0000.00.0189,1.7288732394366197,0,1420,2.843661971830986,0,1420,Parque,Federal
0000.00.0190,2.7838028169014084,0,1420,2.9338494018296974,0,1421,Refúgio de Vida Silvestre,Federal
0000.00.0191,1.3880281690140845,0,1420,3.215492957746479,0,1420,Reserva Biológica,Federal
0000.00.0192,0.6014692378328742,1,1090,1.0560593569661996,0,1213,Reserva Biológica,Federal
0000.00.0193,0.6144430844553244,0,817,1.771830985915493,0,1420,Reserva Biológica,Federal
0000.00.0194,1.5295774647887324,0,1420,0.8634868421052632,1,1217,Reserva Biológica,Federal
0000.00.0195,0.7408450704225352,0,1420,2.7653276955602535,1,1420,Reserva Biológica,Federal
0000.00.0196,0.6316901408450705,0,1420,1.8330985915492957,0,1420,Reserva Biológica,Federal
0000.00.0197,1.1267605633802817,0,1420,2.9868529170090388,0,1217,Reserva Biológica,Federal
0000.00.0198,0.7950704225352113,0,1420,1.8338815789473684,0,1216,Reserva Biológica,Federal
0000.00.0199,0.7385482734319944,1,1420,1.7892561983471074,0,1210,Reserva Biológica,Federal
0000.00.0200,0.8443661971830986,0,1420,3.4570422535211267,0,1420,Reserva Biológica,Federal
0000.00.0201,1.6035211267605634,0,1420,2.3891625615763545,0,1421,Reserva Biológica,Federal
0000.00.0202,1.345774647887324,0,1420,3.097887323943662,0,1420,Reserva Biológica,Federal
0000.00.0204,0.6765327695560254,1,1420,1.1056338028169015,0,1420,Reserva Biológica,Federal
0000.00.0205,0.7216349541930938,1,1420,0.7984496124031008,1,1420,Reserva Biológica,Federal
0000.00.0206,1.1070422535211268,0,1420,1.0082440230832646,1,1214,Reserva Biológica,Federal
0000.00.0207,1.1950704225352113,0,1420,2.6257213520197857,0,1213,Reserva Biológica,Federal
0000.00.0208,0.8929577464788733,0,1420,1.221987315010571,1,1420,Reserva Biológica,Federal
0000.00.0209,0.817477096546864,1,1420,0.9549295774647887,0,1420,Reserva Biológica,Federal
0000.00.0210,0.945031712473573,1,1420,0.8959537572254336,0,1211,Reserva Biológica,Federal
0000.00.0211,0.7098591549295775,0,1420,1.0429577464788733,0,1420,Reserva Biológica,Federal
0000.00.0212,2.141549295774648,0,1420,14.659859154929578,0,1420,Reserva Biológica,Federal
0000.00.0213,1.7267605633802816,0,1420,1.1825657894736843,0,1216,Reserva Biológica,Federal
0000.00.0214,0.7695560253699789,1,1420,4.186619718309859,0,1420,Reserva Biológica,Federal
0000.00.0215,4.656338028169014,0,1420,7.929577464788732,0,1420,Reserva Biológica,Federal
0000.00.0216,1.086317722681359,0,1089,0.7600989282769992,0,1213,Reserva Biológica,Federal
0000.00.0217,1.4954627949183303,0,1102,3.2373239436619716,0,1420,Reserva Biológica,Federal
0000.00.0220,0.6210191082802548,0,942,0.5556338028169014,1,1421,Reserva Extrativista,Federal
0000.00.0222,2.9278445883441258,0,1081,4.486619718309859,0,1420,Reserva Extrativista,Federal
0000.00.0223,0.33537206931702346,0,981,0.4143763213530655,1,1420,Reserva Extrativista,Federal
0000.00.0225,0.3391215526046987,1,980,0.7487684729064039,0,1421,Reserva Extrativista,Federal
0000.00.0227,1.3881773399014778,1,1016,0.492600422832981,1,1420,Reserva Extrativista,Federal
0000.00.0228,0.34486266531027465,0,983,0.2607470049330514,1,1420,Reserva Extrativista,Federal
0000.00.0230,0.6265957446808511,1,941,0.45,0,1420,Reserva Extrativista,Federal
0000.00.0231,0.4642857142857143,0,980,1.6464788732394366,0,1420,Reserva Extrativista,Federal
0000.00.0232,5.642656688493919,0,1069,1.1732394366197183,0,1420,Reserva Extrativista,Federal
0000.00.0233,0.5353535353535354,0,990,1.2204225352112676,0,1420,Reserva Extrativista,Federal
0000.00.0234,0.527235354573484,1,974,1.156338028169014,0,1420,Reserva Extrativista,Federal
0000.00.0235,1.1814780168381664,0,1069,0.576056338028169,0,1420,Reserva Extrativista,Federal
0000.00.0238,0.5465711361310133,1,978,1.069718309859155,0,1420,Reserva Extrativista,Federal
0000.00.0239,0.4580233793836344,1,942,0.38661971830985914,0,1420,Reserva Extrativista,Federal
0000.00.0240,0.9526686807653575,0,993,0.971830985915493,0,1420,Reserva Extrativista,Federal
0000.00.0242,0.41809045226130653,0,995,0.47112676056338026,0,1420,Reserva Extrativista,Federal
0000.00.0243,0.7380224260958206,1,982,0.5802816901408451,0,1420,Reserva Extrativista,Federal
0000.00.0244,0.6318785578747628,1,1055,1.2732394366197184,0,1420,Reserva Extrativista,Federal
0000.00.0245,0.533462657613967,0,1031,1.0161971830985916,0,1420,Reserva Extrativista,Federal
0000.00.0246,0.3408163265306122,1,981,0.6060606060606061,1,1420,Reserva Extrativista,Federal
0000.00.0247,0.3448979591836735,1,981,0.33121916842847077,1,1420,Reserva Extrativista,Federal
0000.00.0248,0.8644240570846076,0,981,0.7464788732394366,0,1420,Reserva Extrativista,Federal
0000.00.0249,0.5361875637104995,0,981,0.35845070422535213,0,1420,Reserva Extrativista,Federal
0000.00.0250,0.40980573543015725,0,1081,0.31994362226920364,1,1420,Reserva Extrativista,Federal
0000.00.0251,2.0969387755102042,0,980,1.9246478873239437,0,1420,Reserva Extrativista,Federal
0000.00.0252,1.0194624652455977,0,1079,1.4281690140845071,0,1420,Reserva Extrativista,Federal
0000.00.0253,0.4943820224719101,0,979,0.826056338028169,0,1420,Reserva Extrativista,Federal
0000.00.0254,0.6212121212121212,0,1056,0.766737138830162,1,1420,Reserva Extrativista,Federal
0000.00.0255,1.3135985198889917,0,1081,3.4288732394366197,0,1420,Reserva Extrativista,Federal
0000.00.0256,0.46529814271749753,1,1024,0.7780126849894292,1,1420,Reserva Extrativista,Federal
0000.00.0259,1.0765306122448979,0,980,1.069767441860465,1,1420,Reserva Extrativista,Federal
0000.00.0260,0.6218721037998146,0,1079,0.6605633802816901,0,1420,Reserva Extrativista,Federal
0000.00.0261,0.6518804243008679,0,1037,1.3943661971830985,0,1420,Estação Ecológica,Federal
0000.00.0262,1.8035211267605633,0,1420,5.323943661971831,0,1420,Parque,Federal
0000.00.0264,1.5340073529411764,1,1089,1.2018633540372672,0,1288,Parque,Federal
0000.00.0267,1.7208029197080292,1,1097,2.1621411947245925,0,1289,Parque,Federal
0000.00.0270,0.7503030303030302,1,826,0.5831265508684863,0,403,Floresta,Federal
0000.00.0271,0.7633517495395948,0,1086,0.3147887323943662,0,1420,Floresta,Federal
0000.00.0272,5.433098591549296,0,1420,41.621830985915494,0,1420,Parque,Federal
0000.00.0274,0.905511811023622,0,1016,0.5532064834390416,1,1420,Reserva Extrativista,Federal
0000.00.0275,0.6591549295774648,0,1420,5.179577464788732,0,1420,Reserva Biológica,Federal
0000.00.0276,0.44493783303730017,1,1127,1.0608052588331964,0,1217,Reserva Biológica,Federal
0000.00.0277,3.101408450704225,0,1420,6.132394366197183,0,1420,Parque,Federal
0000.00.0281,3.7535211267605635,0,1420,5.046478873239437,0,1420,Parque,Federal
0000.00.0282,0.4678030303030303,0,1056,0.5957746478873239,0,1420,Reserva Extrativista,Federal
0000.00.0283,0.7361963190184049,1,979,0.7121745249824067,0,1421,Reserva Extrativista,Federal
0000.00.0284,2.620147874306839,0,1082,2.3883720930232557,0,1290,Parque,Federal
0000.00.0285,0.5772357723577236,0,984,0.8874032371569317,0,1421,Reserva Extrativista,Federal
0000.00.1078,0.35006273525721454,1,798,0.9154929577464789,0,1420,Reserva Particular do Patrimônio Natural,Federal
0000.00.1102,0.30446672743846853,1,1098,0.7169014084507043,0,1420,Reserva Particular do Patrimônio Natural,Federal
0000.00.1137,0.5610200364298725,0,1098,2.509154929577465,0,1420,Reserva Particular do Patrimônio Natural,Federal
0000.00.1206,0.4749772520473157,0,1099,0.573943661971831,0,1420,Reserva Particular do Patrimônio Natural,Federal
0000.00.1211,0.2807017543859649,0,798,1.0591549295774647,0,1420,Reserva Particular do Patrimônio Natural,Federal
0000.00.1254,0.96386630532972,0,1107,4.017605633802817,0,1420,Reserva Particular do Patrimônio Natural,Federal
0000.00.1267,0.6193467336683417,1,797,0.678646934460888,1,1420,Reserva Particular do Patrimônio Natural,Federal
0000.00.1376,1.1074681238615665,0,1098,4.703521126760563,0,1420,Reserva Particular do Patrimônio Natural,Federal
0000.00.1517,0.82015065913371,1,1063,1.4415492957746479,0,1420,Reserva Extrativista,Federal
0000.00.1518,0.9643628509719222,0,926,1.1543340380549683,1,1420,Reserva Extrativista,Federal
0000.00.1521,0.9042663891779397,0,961,1.1429577464788732,0,1420,Área de Proteção Ambiental,Federal
0000.00.1563,0.9295644114921223,0,1079,0.6145172656800564,1,1420,Reserva Extrativista,Federal
0000.00.1564,0.2469758064516129,1,993,0.923943661971831,0,1420,Reserva Extrativista,Federal
0000.00.1606,0.604040404040404,0,990,0.6053558844256519,1,1420,Reserva Extrativista,Federal
0000.00.1626,1.4506001846722067,0,1083,0.9402173913043478,0,1288,Parque,Federal
0000.00.1628,0.8229376257545271,0,994,0.36152219873150104,1,1420,Reserva Extrativista,Federal
0000.00.1633,2.4288354898336415,0,1082,2.0194099378881987,0,1288,Parque,Federal
0000.00.1808,1.1327683615819208,0,1062,1.5320648343904157,1,1420,Reserva Extrativista,Federal
0000.00.1809,0.8514750762970499,0,983,1.0317124735729386,1,1420,Reserva Extrativista,Federal
0000.00.1812,1.6940639269406392,0,1095,7.645774647887324,0,1420,Monumento Natural,Federal
0000.00.1813,0.5893617021276596,0,940,0.8893587033121917,1,1420,Refúgio de Vida Silvestre,Federal
0000.00.1880,0.7284345047923323,1,940,0.8146582100070472,1,1420,Refúgio de Vida Silvestre,Federal
0000.00.1908,1.5265116279069768,0,1075,2.498836307214895,0,1289,Parque,Federal
0000.00.1909,1.3159851301115242,0,1076,0.31619718309859157,0,1420,Parque,Federal
0000.00.1910,2.1144186046511626,0,1075,4.45,0,1420,Parque,Federal
0000.00.1911,0.4685835995740149,1,940,0.7633802816901408,0,1420,Refúgio de Vida Silvestre,Federal
0000.00.1912,0.5914438502673797,0,935,0.6241184767277856,2,1420,Área de Proteção Ambiental,Federal
0000.00.2075,0.8536585365853658,0,1107,2.72112676056338,0,1420,Reserva Particular do Patrimônio Natural,Federal
0000.00.2093,0.5619718309859155,0,1420,1.5119718309859156,0,1420,Reserva Particular do Patrimônio Natural,Federal
0000.00.2633,1.9894366197183098,0,1420,4.676760563380282,0,1420,Parque,Federal
0000.00.2634,0.6883116883116883,1,1079,0.6710526315789473,1,1217,Reserva Biológica,Federal
0000.00.2874,1.4312617702448212,1,1063,3.4985915492957744,0,1420,Parque,Federal
0000.00.3136,3.511649580615098,0,1073,6.327639751552795,0,1288,Parque,Federal
0000.00.3137,1.905430711610487,1,1069,2.3229813664596275,1,1289,Parque,Federal
0000.12.0939,0.9784442361761949,0,1067,1.9845070422535211,0,1420,Parque,Estadual
0000.13.0986,7.5084507042253525,0,1420,5.5373239436619714,0,1420,Reserva de Desenvolvimento Sustentável,Estadual
0000.13.1006,0.9547596606974552,0,1061,0.681210415200563,0,1421,Parque,Estadual
0000.13.1007,0.7603773584905661,0,1060,1.0591549295774647,0,1420,Parque,Estadual
0000.13.1008,1.2721280602636535,0,1062,3.5514084507042254,0,1420,Parque,Estadual
0000.13.1010,1.9584120982986768,0,1058,5.765492957746479,0,1420,Parque,Estadual
0000.15.1021,0.6262740656851642,1,884,7.824067558057706,0,1421,Parque,Estadual
0000.15.1022,1.765886287625418,0,897,14.541795665634675,0,323,Parque,Estadual
0000.15.1023,1.1655629139072847,0,1057,18.779732582688247,0,1421,Área de Proteção Ambiental,Estadual
0000.15.2042,0.8026565464895635,1,1055,1.004225352112676,0,1420,Parque,Estadual
0000.16.0293,0.4946004319654428,0,926,3.295774647887324,0,1420,Área de Proteção Ambiental,Estadual
0000.17.1486,9.730985915492958,0,1420,154.71267605633804,0,1420,Parque,Estadual
0000.17.1487,3.4914163090128754,0,932,9.728169014084507,0,1420,Parque,Estadual
0000.17.1488,0.8909626719056974,0,1018,2.7010816125860373,0,1017,Parque,Estadual
0000.17.1489,0.4977457168620379,1,1110,1.8801331853496115,0,901,Monumento Natural,Estadual
0000.17.1501,0.47261009667024706,1,932,1.4186046511627908,1,1420,Área de Proteção Ambiental,Estadual
0000.21.1882,0.8254901960784313,1,1021,2.9514084507042253,0,1420,Parque,Estadual
0000.21.1886,1.3643486777668952,0,1021,13.209154929577466,0,1420,Parque,Estadual
0000.21.1887,1.2024253731343284,0,1072,1.6777777777777778,0,360,Área de Proteção Ambiental,Estadual
0000.21.1888,0.8578313253012049,1,831,1.2027777777777777,0,360,Área de Proteção Ambiental,Estadual
0000.21.1891,0.8853503184713376,0,1099,2.9779614325068873,0,363,Estação Ecológica,Estadual
0000.21.1963,0.6754901960784314,0,1020,4.02887323943662,0,1420,Parque,Estadual
0000.23.0947,1.3949115044247788,0,904,3.36056338028169,0,1420,Parque,Estadual
0000.23.0960,0.8703196347031964,0,1095,4.986619718309859,0,1420,Monumento Natural,Estadual
0000.23.0961,0.7673579801623084,1,1110,2.9295774647887325,0,1420,Monumento Natural,Estadual
0000.23.0963,3.7457746478873237,0,1420,20.637323943661972,0,1420,Parque,Estadual
0000.24.1475,2.4985915492957744,0,1420,33.388732394366194,0,1420,Parque,Estadual
0000.25.0483,0.9444444444444444,0,882,13.829577464788732,0,1420,Parque,Estadual
0000.25.0484,0.7465277777777778,0,864,4.630985915492958,0,1420,Parque,Estadual
0000.25.0904,3.187669990933817,1,1104,19.373943661971833,0,1420,Monumento Natural,Estadual
0000.25.2309,1.3031596925704525,0,1171,2.4864130434782608,0,1104,Área de Proteção Ambiental,Estadual
0000.25.2331,0.71875,0,1088,3.932394366197183,0,1420,Estação Ecológica,Estadual
0000.25.2336,0.7508731082654249,1,860,3.6169014084507043,0,1420,Parque,Estadual
0000.26.0966,1.3246478873239436,0,1420,21.661971830985916,0,1420,Parque,Estadual
0000.29.0296,1.2541176470588236,0,850,1.6429577464788732,0,1420,Parque,Estadual
0000.29.0297,0.35051546391752575,0,873,2.652112676056338,0,1420,Parque,Estadual
0000.29.0325,0.9701173959445037,0,937,2.1528169014084506,0,1420,Parque,Estadual
0000.31.0360,3.332394366197183,0,1420,10.054225352112676,0,1420,Monumento Natural,Estadual
0000.31.0368,1.4319460067491563,1,890,10.726056338028169,0,1420,Parque,Estadual
0000.31.0388,1.3913525498891353,0,902,1.347887323943662,0,1420,Parque,Estadual
0000.31.0393,0.5169988276670574,0,853,3.437323943661972,0,1420,Parque,Estadual
0000.31.0394,1.5839328537170263,0,834,26.732394366197184,0,1420,Parque,Estadual
0000.31.0398,2.032748538011696,0,855,24.775352112676057,0,1420,Parque,Estadual
0000.31.0406,0.9191709844559586,0,965,7.4908450704225356,0,1420,Parque,Estadual
0000.31.0890,0.7587412587412588,1,859,3.547183098591549,0,1420,Parque,Estadual
0000.32.0331,0.5523504273504274,0,936,3.095774647887324,0,1420,Parque,Estadual
0000.32.0332,0.7286324786324786,1,937,9.356338028169015,0,1420,Parque,Estadual
0000.32.1533,1.0810810810810811,0,1110,20.96901408450704,0,1420,Monumento Natural,Estadual
0000.32.1534,0.5362473347547975,0,938,1.9894440534834623,0,1421,Parque,Estadual
0000.32.1667,0.5144076840981857,1,938,2.119718309859155,0,1420,Reserva Biológica,Estadual
0000.32.1673,2.22112676056338,0,1420,30.127464788732393,0,1420,Parque,Estadual
0000.32.1831,0.9829424307036247,0,938,1.9528169014084507,0,1420,Parque,Estadual
0000.32.1833,0.44764957264957267,1,937,0.7098591549295775,0,1420,Parque,Estadual
0000.33.0728,1.0183098591549296,0,1420,0.9344608879492601,1,1420,Reserva Biológica,Estadual
0000.33.1476,1.0300120048019208,0,833,4.622535211267605,0,1420,Parque,Estadual
0000.33.1477,2.0855670103092785,0,970,2.840845070422535,0,1420,Parque,Estadual
0000.33.1478,5.50523864959255,0,859,31.825352112676057,0,1420,Parque,Estadual
0000.33.1479,0.8428405122235157,0,859,6.804225352112676,0,1420,Parque,Estadual
0000.33.1480,0.5498241500586166,0,853,2.638732394366197,0,1420,Parque,Estadual
0000.33.1483,0.5612788632326821,1,1127,0.6373239436619719,0,1420,Reserva Biológica,Estadual
0000.33.1485,1.865625,0,960,17.378169014084506,0,1420,Parque,Estadual
0000.33.2732,1.3401408450704226,0,1420,9.753521126760564,0,1420,Parque,Estadual
0000.35.0798,5.216901408450704,0,1420,25.39197748064743,0,1421,Parque,Estadual
0000.35.0800,1.8674948240165632,0,966,1.212676056338028,0,1420,Parque,Estadual
0000.35.0801,0.55622009569378,0,836,3.4274647887323946,0,1420,Parque,Estadual
0000.35.0808,0.5347137637028014,0,821,1.6190140845070422,0,1420,Estação Ecológica,Estadual
0000.35.0810,1.588826815642458,0,895,8.085915492957746,0,1420,Parque,Estadual
